source_dataset,source_row_id,candidate_dataset,candidate_row_id,source_work,candidate_work,source_mp,candidate_mp,source_constituency,candidate_constituency,source_state,candidate_state,source_amount,candidate_amount,match_score,confidence_level,match_method,decision,review_status
completed,1324,recommended,197,"construction work at GHURISHA SRIPUR HIGH SCHOOL, UNDER ILLAMBAZAR BLOCK ,EXECUTING AGENCY WILL BE E.O.SSDA, BOLPUR ,BIRBHUM.","Installation of high mast street light at sahispur ,Executing Agency will be EO sainthia panchayet samity.",Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,3532487.0,481037.0,74.15,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,956,recommended,859,Construction of road from Raju Singh's Agricultural Plot to Nara (Barsadi Nadi).,construction of community hall at gorar(Durgawati),Sudhakar Singh,Sudhakar Singh,BUXAR,BUXAR,Bihar,Bihar,1497484.0,796448.0,73.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,576,recommended,1012,Construction of Community Hall at Mithakhali under Matla-II GP,Construction of Concrete road from Saidali Sekh house to Hannan Laskar house under Uttar Mokamberia GP,Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,1998845.0,498071.0,74.91,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,163,recommended,850,Construction of PCC Road from Bano Road Bongram Pucca Road towards Pahantoli under Kolebira block.,Construction of two rooms in Lutheran Middle School at Umbulbaha of Birbanki Panchayat under Arki block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,1200000.0,76.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,571,recommended,247,Installation of Low Mast light at Mostafar More under Hatpukuria G.P.,"Installation of Solar High Mast Light Near Kishori Mohanpur State Plan F.P School More, Plot No - 1979, Khatiyan No - 1870, JL.NO - 51, Mouza - Kishor",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,346475.0,227446.0,75.31,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,980,recommended,1400,Cement interlocking kharanja Nirman karya purendra ke Ghar se main raste ki AVN vibhinn galiyan gram banji work agency GP Ekta,CC/ INTERLOCKING with nali nirman rasta Nirman karya damar sadak se dudhiya ke ghar ki or gram aganpura work agency GP kareeli,Sanjna Jatav,Sanjna Jatav,BHARATPUR(SC),BHARATPUR(SC),Rajasthan,Rajasthan,483780.0,300000.0,82.03,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,574,recommended,255,Installation of Low Mast light at Dewan Para under Bansra Gram Panchayat,"Installation of Solar High Mast Light Near Bamunerchak Dharmaraj Mandir, Plot No -8549,Khatiyan No -1270, JL No -136/20, Mouza - Jalaberia",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,346477.0,227469.0,74.6,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1101,recommended,1180,GRAM-BODSARA GRAM PANCHAYAT-BODSARA ME C.C.ROAD NIRMARAN(MAKHAN SATNAMIGHAR SE NANDU SAHU GHAR KI ORE),GRAM BANDORA ME C.C. ROAD NIRMARAN ( MUKHY MARG SE BASTI KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,699801.0,999710.0,79.11,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,944,recommended,917,Construction of PCC road from Khunti Tamar road to Ram Pahan's house in Simbukel Village under Tirla Panchayat.,Construction of PCC road in Sarengadih Tangra Toli.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,900000.0,1000000.0,80.15,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,980,recommended,1381,Cement interlocking kharanja Nirman karya purendra ke Ghar se main raste ki AVN vibhinn galiyan gram banji work agency GP Ekta,CC interlocking sadak Nirman karya Babulal ward panch ke Makan se school ki taraf gram Rampura Patan work agency GP Rampura Patan,Sanjna Jatav,Sanjna Jatav,BHARATPUR(SC),BHARATPUR(SC),Rajasthan,Rajasthan,483780.0,498308.0,83.14,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1045,recommended,1372,Construction of CC Road with Drain from Holding No. Y-82 toY-86 Madarsaheb Ground Road. (40 mtr),Construction of CC Road with Brick Soling from Daluipur Khalpar to H/O Dipak Mondal via Pachanantala at Daluipur. (150 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249997.0,300000.0,79.5,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1460,recommended,109,Construction of community hall in village Piprata at Kushwaha Mohalla,Construction of common work shed in village Chervi at near samadhi of Toranmal incident,Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,1000000.0,200000.0,74.41,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1044,recommended,1468,Construction of CC Road with Drain from Holding No. T-119 to T-121 Marry Road. (50 mtr),Construction of CC Road from H/O Abu Molla to H/O Mehebub Molla. (95 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249974.0,335816.0,80.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,163,recommended,910,Construction of PCC Road from Bano Road Bongram Pucca Road towards Pahantoli under Kolebira block.,PCC road construction from Karam Singh Munda's house to Bichagutu's house in Village Salgadih under Dadigutu Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,400000.0,76.8,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,357,recommended,1175,GRAM PANCHAYAT PANGAON ME C.C. ROAD NIRMARAN(RAJENDRA DINKAR KE GHAR SE ANUJ KURRE GHAR KI ORE),GRAM DURPA ME C.C. ROAD NIRMARAN (DAURAM SIDAR GHAR SE CHHEDI LAL GHAR KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,600000.0,984661.0,81.12,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,162,recommended,848,Construction of PCC path near Rameshwar's farm in Kutmakchar Panchayat of Kurdeg block.,Construction of paver block path from Anand Masih Soy's house to Jayamasih's house in village Konwa Hesabeda of Binda Panchayat of Murhu block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,400000.0,300000.0,77.63,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1460,recommended,797,Construction of community hall in village Piprata at Kushwaha Mohalla,Construction of building for Post office (Passport office purpose),Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,1000000.0,500000.0,72.92,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,650,recommended,1020,Purchase of mobile water tanker for village Baijapura,Construction of hall in village Menimata at Near RamMandir,Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,139388.0,1000000.0,69.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1044,recommended,1102,Construction of CC Road with Drain from Holding No. T-119 to T-121 Marry Road. (50 mtr),Construction of CC Road from H/O Nasir Molla to Land of Ismail Molla at Joktabla. (54.19 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249974.0,299995.0,80.27,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1434,recommended,194,"Installation of 3 no of high mast street light at SASTINAGAR BUS STOP,THIBA GP OFFICE,CM-II GP OFFICE Excuting Agency will be E O LABHPUR PANCHYET SAM",HIGH MAST LIGHT INSTALLTION AT NOWAPARA. EXECUTING AGENCY WILL BE EO SAINTHIA PANCHAYET SAMITY.,Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,1315668.0,483060.0,79.49,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1327,recommended,1124,Construction of CC Road from H/O Gopal Das to H/O Dukhiram Das. (150 mtr),Construction of CC road cum pathway within Trikon Park. (71.25 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,300000.0,145816.0,77.6,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1428,recommended,1128,Construction of Burrial Ground Compound Wall in Ksheerasamudram Villahe and GP in SR Puram Mandal of GD Nelloore Constituency.,"Providing Motor & Pump for drinking suplay to the residential area of Indiramma Indlu, Daminedu Village, Tiruchanuru (P), Tirupati Rural Mandal, Chand",Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,499822.0,49407.0,68.91,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,259,recommended,812,Construction work of playground at Ursaline Convent Samtoli in the town of Simdega block.,Construction of paver block path from Dhankunwar Soy's house to Singrai Bhengra's house in Gumpila village of Jariya Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,1300000.0,350000.0,72.08,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,18,recommended,4,Construction of Community Hall at Ayahatti Village Near Beereshwar Temple Pry No 34,"Construction of Cultural Bhavan at Kundagol TQ, Chickgungal Village ST Colony, Pry No.202",Pralhad Venkatesh Joshi,Pralhad Venkatesh Joshi,DHARWAD,DHARWAD,Karnataka,Karnataka,498091.0,398009.0,82.5,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,164,recommended,807,Construction of PCC Road in Naneshera Tongritoli path in Keshalapur Panchayat of Pakar tanr block.,Construction of paver block road on the path from Narayan Kongari's house to Janeu Toli in Token village under Khatanga Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,400000.0,81.06,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1436,recommended,1194,"INSTALLATION OF HIGH MAST STREET LIGHT AT JAMNA MAEKET ROAD SIDE,UNDER LABHPUR BLOCK, EXCUTING AGENCY WILL BE EO LABHPUR PANCHYAT SAMITY.","CONSTRUCTION OF CYCLE STAND AT RAKHAL CHANDRA SCHOOL ,DIGNAGAR .Excuting Agency will be EO AUSHGRAM -I PANCHAYAT SAMITY.",Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,438556.0,339202.0,77.67,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,525,recommended,122,utkarmit madhyamik uchh vidyalay Kauyaha block Bassopatti men 2 set lab upkaran kakray evam adhisthapan karya,Babunarhi prakhand ke antargat bhatchoura gram sthith sarvjanik mandir ke najdik high mask light ka adhisthapan karya,Ramprit Mandal,Ramprit Mandal,JHANJHARPUR,JHANJHARPUR,Bihar,Bihar,1096000.0,994000.0,79.89,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,309,recommended,91,Construction of Street using Interlock tiles street and Drains Nirmal Singh House to Majer Singh House,Construction of Cycle Shed in Govt Primary school Lambwali,Sarabjeet Singh Khalsa,Sarabjeet Singh Khalsa,FARIDKOT(SC),FARIDKOT(SC),Punjab,Punjab,465477.0,197304.0,71.95,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1310,recommended,1124,Construction of CC Road from H/O Ramprasad Kunti to H/O Kalipada Kunti. (115 mtr),Construction of CC road cum pathway within Trikon Park. (71.25 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,145816.0,79.72,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1325,recommended,318,"CONSTRUCTION WORK OF SCHOOL BUILDING OF BOLPUR GIRLS JrBASIC SCHOOL,UNDER 8 NO WORD ,BOLPUR MUNICIPALITY.EXECUTING AGENCY WILL BE E.O. SSDA BOLPUR ,BI",Construction of CC road from nowpara Hara sk house to Sahanewaj house under Jhilu GP Excuting will be E O Mongalkote Panchyaet Samity,Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,2305148.0,355898.0,72.62,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,291,recommended,1182,GRAM PANCHAYAT TUSMA ME C.C. ROAD NIRMARAN(JITENDRA SAHU KE GHAR SE DHANI RAM SAHU GHAR KI ORE),GRAM JUDGA ME C.C. ROAD NIRMARAN ( SHIV PRASAD KAWAR GHAR SE BASTI KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,499989.0,1000000.0,78.85,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1326,recommended,197,"RENOVATION OF OLD SCHOOL BUILDING OF SAILABALA GIRLS HIGH SCHOOL,UNDER 11 NO WORD BOLPUR MUNICIPALITY,EXECUTING AGENCY WILL BE EO SSDA BOLPUR ,BIRBHUM","Installation of high mast street light at sahispur ,Executing Agency will be EO sainthia panchayet samity.",Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,2899420.0,481037.0,71.35,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,168,recommended,907,Construction of PCC road in Bendosera Kudatoli of Parka Revenue Village under Jaldega Block.,Construction of PCC road from Tilmi to Shiv Mandir via Ambatoli in Tilmi village under Dehkela Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,500000.0,80.29,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,165,recommended,850,Construction of PCC Road from Jhimri to Dhori Patra path of Kutmakchar Panchayat of Kurdeg block.,Construction of two rooms in Lutheran Middle School at Umbulbaha of Birbanki Panchayat under Arki block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,1200000.0,73.92,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1181,recommended,1472,Construction of CC Road from H/O Bapan Naskar to H/O Souvik Naskar. (100 mtr),Construction of CC Road with Guard Wall from Nibaran Dutta Road to Vidyanagar Karmatirtha. (110 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,335555.0,78.91,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1192,recommended,1120,Construction of CC Drain from H/O Latika Mondal to Shamalesh Halder's land Via H/O Sanat Haldar. (120 mtr),Repairing of CC Road from Near H/O Dulal Das to H/O Chandan Das at Ward No.7 (72 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,199993.0,146182.0,76.31,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1310,recommended,1105,Construction of CC Road from H/O Ramprasad Kunti to H/O Kalipada Kunti. (115 mtr),Construction of Road with Pilling At Parulia from H/O Debabrata Mondal to Stadium Ground ICDS School Via Parulia F.P. School. (116.68 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,299833.0,76.74,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,168,recommended,809,Construction of PCC road in Bendosera Kudatoli of Parka Revenue Village under Jaldega Block.,Construction of paver block road from Dharamdas Kongari's house to Mahindra Munda garden in village Khijurtoli under Panchayat Udikel.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,500000.0,80.01,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1132,recommended,1479,Construction of CC Road with Brick Soling from Mudidokan of Najrul Sk to Bonmalipur Tea Stall of Abdul Sk at Krishnamadhabpur. (115 mtr),Construction of PCC Road with Pilling from H/O Mahadeb Mondal to H/O Pradip Mondal. (111 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,397308.0,75.14,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,260,recommended,849,Construction of drain from Turi Toli resident Sandeep Kumar's house towards Guddu Turi's house in Konjoba Panchayat of Kersai block.,Construction of PCC path from Maranghada path of Digri Panchayat of Murhu block to Kudahatu village.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,400000.0,400000.0,81.87,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,572,recommended,689,Installation of Low Mast light at Allahabad Bank under Nikarighata G.P.,"Installetion of Street Light from Shankasahar Bazar to Mazar Sarif , G.P- Shanksahar",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,345679.0,349801.0,80.83,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1232,recommended,1159,Installation of fixed open garden gym,Installation of fixed Indoor gym equipment,Sarabjeet Singh Khalsa,Sarabjeet Singh Khalsa,FARIDKOT(SC),FARIDKOT(SC),Punjab,Punjab,300000.0,200000.0,82.6,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1483,recommended,1079,Providing High mast light at Devanampattu Panchayat at Thurinjapuram Block,Providing LED Street Light arrangements in pakkirithaka at Katteri panchayat km 0/0-0/300,Cn Annadurai,Cn Annadurai,TIRUVANNAMALAI,TIRUVANNAMALAI,Tamil Nadu,Tamil Nadu,435000.0,1000000.0,75.84,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,334,recommended,1180,GRAM PANCHAYAT NANDELI ME C.C. ROAD NIRMARAN(PAKKI ROAD SE NARENDRA SURYAVANSHI GHAR KI ORE),GRAM BANDORA ME C.C. ROAD NIRMARAN ( MUKHY MARG SE BASTI KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,500000.0,999710.0,73.11,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1115,recommended,1479,Construction of CC Road with Brick Soling from H/O Swapan Natuya to H/O Samiya Sk. (150 mtr),Construction of PCC Road with Pilling from H/O Mahadeb Mondal to H/O Pradip Mondal. (111 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,299999.0,397308.0,82.1,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,601,recommended,1179,GRAM-BHATMAHOOL GRAM PANCHAYAT-BHATMAHOOL ME C.C. ROAD NIRMARAN(MEN ROAD SE BALRAM GHAR SE AAGE KI ORE),GRAM SULAUNI ME C.C. ROAD NIRMARAN (RADHELAL GHAR SE SULIPALI KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,599094.0,800000.0,80.52,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1132,recommended,1113,Construction of CC Road with Brick Soling from Mudidokan of Najrul Sk to Bonmalipur Tea Stall of Abdul Sk at Krishnamadhabpur. (115 mtr),Construction of CC Road from Nainan Black top road(College More) towards Sishuram Das College. (50 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,223844.0,79.59,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1126,recommended,1127,Construction of CC Road with Brick Soling from H/O Suvendu Mondal to H/O Pintu Halder. (105 mtr),Construction of CC road with surface drain from near H/O Ranjan Chatterjee to Netaji Road at Ward No.16 (25.20 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,146069.0,80.39,MEDIUM,fuzzy_multi_field,pending,requires_human_review
