source_dataset,source_row_id,candidate_dataset,candidate_row_id,source_work,candidate_work,source_mp,candidate_mp,source_constituency,candidate_constituency,source_state,candidate_state,source_amount,candidate_amount,match_score,confidence_level,match_method,decision,review_status
completed,277,recommended,206,GRAM PANCHAYAT CHORBHATTI ME C.C. ROAD NIRMARAN(MEN ROAD SE AAGE KI ORE),"CC Road- Prakash ahead of home, Gram panchayat- Chorbhatthi",Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,500000.0,1000000.0,83.55,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1194,recommended,1477,Construction of CC Road from H/O Pradyut Chowdhury to H/O Arun Chowdhury. (300 mtr),Construction of C C Road with Pilling from H/O Sk Jalal to H/O Sk Jahangir.(86 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,400000.0,393322.0,84.67,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,956,recommended,152,Construction of road from Raju Singh's Agricultural Plot to Nara (Barsadi Nadi).,Construction of new road from Village Main road to House of Harendra Rai,Sudhakar Singh,Sudhakar Singh,BUXAR,BUXAR,Bihar,Bihar,1497484.0,447000.0,75.59,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,567,recommended,256,Installation of Street Light from Pulin Sarder's house to High School para under Matla-II,"Installation of Solar High Mast Light Near Tapan Halder House, Plot No -5190, Khatiyan No -1320, JL No -136/20, Mouza -Jalaberia",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,346522.0,227469.0,75.49,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,164,recommended,918,Construction of PCC Road in Naneshera Tongritoli path in Keshalapur Panchayat of Pakar tanr block.,Construction of drain in Tangra Toli.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,1000000.0,74.86,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1329,recommended,1109,Construction of CC Road from the H/O Ganesh Parui To H/O Sudip Parui Via H/O Panchu Parui At Kantaria. (100 mtr),Construction of CC Road with Pilling from Goragacha Giyas's Shop to Janaalom's Shop. (70 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,342338.0,78.19,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,260,recommended,815,Construction of drain from Turi Toli resident Sandeep Kumar's house towards Guddu Turi's house in Konjoba Panchayat of Kersai block.,Construction of PCC road from Chudru Pahan's house to Jakha's house in Dehkela village under Dehkela Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,400000.0,400000.0,82.5,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,949,recommended,842,Construction of drain in Tangra Toli.,Construction of PCC and paver block path from Khunti Mahil Path to Lodro Gadha in village Ithe of Murhu Block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,1000000.0,1200000.0,77.13,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,613,recommended,465,Construction of CC Road from CSI Church to Thomas House at Ellapalli HW in GD Nellore Mandal.,Construction of CC Road from G. Murali Mohan House to Bhuvaneswari House in Appireddykandriga in Nellepalli GP of GD Nelloore Mandal and Constituency.,Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,498526.0,500000.0,83.6,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1045,recommended,1110,Construction of CC Road with Drain from Holding No. Y-82 toY-86 Madarsaheb Ground Road. (40 mtr),Construction of CC Road from H/O Tapas Das to H/O Ajijul Sk towards Jayguru Sweet Shop. (324 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249997.0,605424.0,75.98,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,91,recommended,1158,Fitting of Sitting RCC Benches in Public Places,Development of public parks,Sarabjeet Singh Khalsa,Sarabjeet Singh Khalsa,FARIDKOT(SC),FARIDKOT(SC),Punjab,Punjab,150000.0,400000.0,72.82,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1264,recommended,458,"Construction of CC road from Molakamadugu Village to Kotala Main Road in Molakamadugu Village, Dasarapalli GP in Yadamar Mandal of Puthalapttu Constit","Construction of Under Ground Drainage at Penumuru Town (Reach II)&GP, Penumuru Mandal of GD Nelloore Constituency.",Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,496981.0,200000.0,76.8,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,260,recommended,845,Construction of drain from Turi Toli resident Sandeep Kumar's house towards Guddu Turi's house in Konjoba Panchayat of Kersai block.,Construction of paver block path from Jeetbahan Mahato's house to Mahendra Mahato's house in village Ithe of Murhu block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,400000.0,300000.0,79.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1114,recommended,1121,Construction Of CC Road from H/O Dilip Mal to H/O Kanai Mal. (75 mtr),Repairing of CC Road at Das Para from H/O Batul Mistry to H/O Tapan Rana at Ward No.8 (95 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,150000.0,147843.0,80.03,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,613,recommended,678,Construction of CC Road from CSI Church to Thomas House at Ellapalli HW in GD Nellore Mandal.,Upgradation of Existing CC Road from Naidu House to Subramanyam House in Kamma Street in Penumuru Village and Mandal of GD Nelloore Constituency.,Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,498526.0,490000.0,83.15,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1123,recommended,1115,Construction of CC Road from H/O Hamanto Dalui to H/O Madhai Khamaru.(100 mtr),Construction of CC Road with Gaurdwall from Uttar Laskar Para Night Rose Club to H/O Mintu Laskar. (215 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,708547.0,76.57,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,955,recommended,150,Construction of road from Rajan Singh's agricultural plot to Late Pradyuman Singh's Agricultural Plot at Sowan.,Construction of new submersible and a room at north side of shankar ji ka talab Mahuwar village,Sudhakar Singh,Sudhakar Singh,BUXAR,BUXAR,Bihar,Bihar,1496484.0,991583.0,73.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,184,recommended,815,Construction of PCC Road from Gutuhatu main road towards the house of Pritnath Munda (Durga Temple) in village Gutuhatu of Panchayat Kanchi under Bund,Construction of PCC road from Chudru Pahan's house to Jakha's house in Dehkela village under Dehkela Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,832000.0,400000.0,79.74,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1309,recommended,1478,Construction of CC Road from H/O Manas Prodhan to H/O Nepal Jana.(106 mtr),Construction of CC Road from H/O Sanjoy Das to Mohonpur Foot Ball Ground. (138 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,409336.0,79.13,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,2,recommended,1431,"Concreting of road from Janathavayanasala - Panthaplavil, ward no.6 Thrikkaruva GP, in Kollam Constituency","Concreting of road from Ambolil Junction to Polinjambalam Junction in Mukundapuram, ward in Chavara Grama Panchayat",Nk Premachandran,Nk Premachandran,KOLLAM,KOLLAM,Kerala,Kerala,293492.0,1350000.0,73.43,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1329,recommended,1120,Construction of CC Road from the H/O Ganesh Parui To H/O Sudip Parui Via H/O Panchu Parui At Kantaria. (100 mtr),Repairing of CC Road from Near H/O Dulal Das to H/O Chandan Das at Ward No.7 (72 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,146182.0,78.08,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,184,recommended,845,Construction of PCC Road from Gutuhatu main road towards the house of Pritnath Munda (Durga Temple) in village Gutuhatu of Panchayat Kanchi under Bund,Construction of paver block path from Jeetbahan Mahato's house to Mahendra Mahato's house in village Ithe of Murhu block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,832000.0,300000.0,75.53,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1309,recommended,1112,Construction of CC Road from H/O Manas Prodhan to H/O Nepal Jana.(106 mtr),Construction of CC Road from H/O Monoronjon Mondal to Gogon Koyila More at Paschim Khordonalha (Booth No 63). (194 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,448824.0,79.68,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1045,recommended,1121,Construction of CC Road with Drain from Holding No. Y-82 toY-86 Madarsaheb Ground Road. (40 mtr),Repairing of CC Road at Das Para from H/O Batul Mistry to H/O Tapan Rana at Ward No.8 (95 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249997.0,147843.0,72.76,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,639,recommended,116,Purchase of mobile water tanker for village Samaspura(Mohna),Construction of additional room in the existing public building in village Barda at Koli Mohalla,Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,139388.0,200000.0,72.28,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1194,recommended,1115,Construction of CC Road from H/O Pradyut Chowdhury to H/O Arun Chowdhury. (300 mtr),Construction of CC Road with Gaurdwall from Uttar Laskar Para Night Rose Club to H/O Mintu Laskar. (215 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,400000.0,708547.0,77.92,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,569,recommended,256,Installation of Street Light from Gouri Marble to Hanuman Mandir under Matla-I G.P,"Installation of Solar High Mast Light Near Tapan Halder House, Plot No -5190, Khatiyan No -1320, JL No -136/20, Mouza -Jalaberia",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,349964.0,227469.0,74.9,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,579,recommended,683,Construction of Pilgrim Shed near Nimai Chakdar house at Uttar Taldi under Taldi GP,"Installetion of Street Light at South Side of Tardah Bazar , G.P-Tardah",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,349500.0,347598.0,80.8,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,183,recommended,813,Construction of PCC road from Govt High School towards Gambhir Mahato's house in village Dimbujarda of Panchayat Dimbujarda under Tamar Block.,Construction of paver block path from Karamtoli Akhara to the house of Alexsis Topno in Kachchabari village under Kachchabari Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,542000.0,500000.0,81.94,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,643,recommended,112,Purchase of mobile water tanker for village BarDevla,Construction of common work shed in village Barda at near ShriRam Mandir,Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,139388.0,500000.0,70.54,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,178,recommended,840,PCC road construction from School Toli to Tangara Toli in village Rewa under Khunti block.,Construction of paver block path from Shri Israel Dhangha's house to Prem Lata Tiru's house and from Amit Kumar's house to PCC path in West Martin Bun,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,400000.0,400000.0,79.13,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,175,recommended,911,Construction of PCC Road near Salaya tree located in Banghatoli in Kutmakchar Panchayat of Kurdeg block.,Paver block road construction from Nirmal Oraon's house to Church wall in Hesag under Khunti block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,400000.0,350000.0,78.08,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,574,recommended,655,Installation of Low Mast light at Dewan Para under Bansra Gram Panchayat,"Installetion of Street Light at north Side of Behulabari bazar,G.P-Sarengabad",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,346477.0,350000.0,84.99,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,174,recommended,849,Construction of PCC Road from Bolba main road via PHC towards Doctor Quarter under Bolba block.,Construction of PCC path from Maranghada path of Digri Panchayat of Murhu block to Kudahatu village.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,500000.0,400000.0,76.66,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,166,recommended,813,Construction of PCC road in Gidiburu of Urate Panchayat under Bansjor Block.,Construction of paver block path from Karamtoli Akhara to the house of Alexsis Topno in Kachchabari village under Kachchabari Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,500000.0,79.92,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1246,recommended,1048,"Gram Sabha - Bardha Pandey, Vikas Khand - Tamkuhi Raj me Bhuteli Prasad ke ghar se Laxman Gupta ke ghar tak CC road ka nirmaan. Lagbhag - 100 meter","Gram sabha - Darogadih, Vikas Khand - Dudehi me Durgasthan se Ashok Patel ke ghar tak CC road ka nirmaan. lagbhag-130 meter",Shashank Mani,Shashank Mani,DEORIA,DEORIA,Uttar Pradesh,Uttar Pradesh,835558.0,1176932.0,84.76,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,567,recommended,1003,Installation of Street Light from Pulin Sarder's house to High School para under Matla-II,Instalation of Electrically operated High-Mast Light at 7 No More under Amjhara GP,Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,346522.0,200000.0,76.62,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,614,recommended,664,Construction of CC Road from Kalamma Temple to Santhosh House at Ellapalli HW in GD Nellore Mandal.,Construction of CC Road from DBR Bailu continuation Road to Mangunta Village Road in Mangunta GP of SR Puram Mandal in GD Nelloore Constituency.,Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,498949.0,500000.0,82.02,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1117,recommended,1049,"Gram Sabha - Noniya Patti, Vikas Khand - Fazil Nagar me Junior high School se mandir tak CC road ka nirmaan. lagbhag - 117 meter","Gram Sabha- Bichpatwa, Vikas khand- Dudehi me Suresh Tiwari ke ghar se Jawahir ke ghar tak CC road ka nirmaan. lagbhag - 100 meter",Shashank Mani,Shashank Mani,DEORIA,DEORIA,Uttar Pradesh,Uttar Pradesh,972556.0,1174218.0,83.87,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,283,recommended,1181,GRAM UPANI ME C.C. ROAD NIRMARAN(KUSHU YADAW GHAR SE MAJHAKHOL SYAM KUMAR MALIGHAR KI ORE),GRAM ANDA ME C.C. ROAD NIRMARAN ( ASHOK KI KHET SE AAGE KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,999127.0,999633.0,82.43,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,93,recommended,1158,Fitting of Sitting RCC Benches in Public Places,Development of public parks,Sarabjeet Singh Khalsa,Sarabjeet Singh Khalsa,FARIDKOT(SC),FARIDKOT(SC),Punjab,Punjab,150000.0,400000.0,72.82,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1116,recommended,1121,Construction of CC Road from H/O Monirul Sk to H/O liyakat Sipai. (120 mtr),Repairing of CC Road at Das Para from H/O Batul Mistry to H/O Tapan Rana at Ward No.8 (95 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,147843.0,77.67,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1469,recommended,1082,Providing High mast light at Melkaripur Panchayat at Thandarampet Block,Providing LED Street Light arrangements in Koratti at Kandali Block km 0/301-0/600,Cn Annadurai,Cn Annadurai,TIRUVANNAMALAI,TIRUVANNAMALAI,Tamil Nadu,Tamil Nadu,435000.0,1000000.0,72.82,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1125,recommended,1115,Construction of CC Road from H/O Pratap Shee to H/O Sanjoy Shee. (150 mtr),Construction of CC Road with Gaurdwall from Uttar Laskar Para Night Rose Club to H/O Mintu Laskar. (215 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,299999.0,708547.0,78.72,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,566,recommended,655,Installation of Street Light from Pradip Bhandari's house to Anej Laskar's house under Matla-II,"Installetion of Street Light at north Side of Behulabari bazar,G.P-Sarengabad",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,349952.0,350000.0,83.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,334,recommended,205,GRAM PANCHAYAT NANDELI ME C.C. ROAD NIRMARAN(PAKKI ROAD SE NARENDRA SURYAVANSHI GHAR KI ORE),"Construction of CC Road. Shyam Lal Chandra ahead of home, Gram Panchayat - Kashigarh",Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,500000.0,1000000.0,73.62,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,572,recommended,274,Installation of Low Mast light at Allahabad Bank under Nikarighata G.P.,"Installation of Solar High Mast Light Near Garibari 4 No Masjid, Plot No -11, Khatiyan No -19, JL No -145, Mouza - Nalgora",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,345679.0,250000.0,76.48,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,941,recommended,845,Paver block road construction from Subhash Heranj's house to Manoj Dhanwar's house in Pahan Toli of ward no. 08.,Construction of paver block path from Jeetbahan Mahato's house to Mahendra Mahato's house in village Ithe of Murhu block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,350000.0,300000.0,83.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,614,recommended,462,Construction of CC Road from Kalamma Temple to Santhosh House at Ellapalli HW in GD Nellore Mandal.,Construction of CC Road from Nellepalli Mitta to Milk Dairy Nellepalli Mitta in Nellepalli GP of GD Nelloore Mandal and Constituency.,Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,498949.0,500000.0,81.95,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,614,recommended,675,Construction of CC Road from Kalamma Temple to Santhosh House at Ellapalli HW in GD Nellore Mandal.,Construction of CC Road From Satyamma Temple to Subramanyam House in Thellagundlapalli Village in Bommaiahapalli GP of Vedurukuppam Mandal of GD Nello,Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,498949.0,400000.0,80.98,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,606,recommended,852,madhepur prakhand ke ward 14 panchayat madhepur purvi sthith vishnu mahto ghar se sanath jha pokhra ghat tk pcc sadak ka nirman karya.,babubarhi block ke ward no 7 sthith lakeshmeshwar jha ghar ke najdik samarsebal pump ka adisthapan karya.,Ramprit Mandal,Ramprit Mandal,JHANJHARPUR,JHANJHARPUR,Bihar,Bihar,1192920.0,173477.0,72.28,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1044,recommended,1355,Construction of CC Road with Drain from Holding No. T-119 to T-121 Marry Road. (50 mtr),Construction of CC Road from Sri Krishna Builders to H/O Bimal Mukherjee. (135 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249974.0,250000.0,82.73,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,184,recommended,909,Construction of PCC Road from Gutuhatu main road towards the house of Pritnath Munda (Durga Temple) in village Gutuhatu of Panchayat Kanchi under Bund,PCC road construction from School Toli to Tangara Toli in village Rewa under Khunti block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,832000.0,400000.0,76.61,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1463,recommended,1461,C/o Protection wall at Nginu Village under Longchan Circle in Longding District,C/o Drain at Chongkham III in Namsai District,Tapir Gao,Tapir Gao,ARUNACHAL EAST,ARUNACHAL EAST,Arunachal Pradesh,Arunachal Pradesh,1000000.0,499185.0,71.76,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1232,recommended,97,Installation of fixed open garden gym,Installation of RO System and water cooler in Govt Primary school Bajakhana Main,Sarabjeet Singh Khalsa,Sarabjeet Singh Khalsa,FARIDKOT(SC),FARIDKOT(SC),Punjab,Punjab,300000.0,84500.0,71.28,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1208,recommended,1123,Construction of CC Road from H/O Hafija Beoya to H/O Naju Molla. (100 mtr),Repairing of CC Road from H/O Motiyar Rahaman Molla to H/O Bapi Manna at Railway Colony at Ward No.12 (88 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,199993.0,148437.0,81.13,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1309,recommended,1127,Construction of CC Road from H/O Manas Prodhan to H/O Nepal Jana.(106 mtr),Construction of CC road with surface drain from near H/O Ranjan Chatterjee to Netaji Road at Ward No.16 (25.20 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,146069.0,80.71,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,572,recommended,1010,Installation of Low Mast light at Allahabad Bank under Nikarighata G.P.,Installation of Solar High Mast Light at Kotrakhali Bazar Under Chunakhali GP,Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,345679.0,199501.0,80.03,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1324,recommended,350,"construction work at GHURISHA SRIPUR HIGH SCHOOL, UNDER ILLAMBAZAR BLOCK ,EXECUTING AGENCY WILL BE E.O.SSDA, BOLPUR ,BIRBHUM.","CONSTRUCTION OF C C ROAD FROM PMGSY ROAD TO ANU DAS HOUSE AT BHALUGRAM GP ,EXCUTING AGENCY WILL BE MONGALKOTE PANCHYET SAMITY",Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,3532487.0,356247.0,72.37,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,7,recommended,1430,Construction of Head Quarter Building for Perumon Thanal Charitable Trust in Panayam Grama Panchayat of Kollam Constituency (2nd reach),Construction of Anganwadi building No. 83 of Panmana Grama Panchayat,Nk Premachandran,Nk Premachandran,KOLLAM,KOLLAM,Kerala,Kerala,338444.0,1250000.0,76.83,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,167,recommended,914,Construction of PCC Road from Sabir Khan's house to Mohd. Bin Asnari's house in Eidgah Mohalla under Ward number -19.,Construction of PCC road in Hesahatu under Bhandra Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,900000.0,800000.0,79.21,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,174,recommended,913,Construction of PCC Road from Bolba main road via PHC towards Doctor Quarter under Bolba block.,Construction of two rooms in the school in Barbanda Village under Bhandra Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,500000.0,1000000.0,77.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1203,recommended,1124,"Construction of CC Road with Brick Soling from Saifuddin Molla's Shop to Ajijul's Shop,at Mulpunja. (300 mtr)",Construction of CC road cum pathway within Trikon Park. (71.25 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,399987.0,145816.0,73.98,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,162,recommended,807,Construction of PCC path near Rameshwar's farm in Kutmakchar Panchayat of Kurdeg block.,Construction of paver block road on the path from Narayan Kongari's house to Janeu Toli in Token village under Khatanga Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,400000.0,400000.0,84.23,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,574,recommended,274,Installation of Low Mast light at Dewan Para under Bansra Gram Panchayat,"Installation of Solar High Mast Light Near Garibari 4 No Masjid, Plot No -11, Khatiyan No -19, JL No -145, Mouza - Nalgora",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,346477.0,250000.0,75.89,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1434,recommended,1195,"Installation of 3 no of high mast street light at SASTINAGAR BUS STOP,THIBA GP OFFICE,CM-II GP OFFICE Excuting Agency will be E O LABHPUR PANCHYET SAM",Construction of pond fancining at 5 no ward under Gushkora Municipality.Excuting Agency will be EO GUSHKORA MUNICIPALITY.,Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,1315668.0,500000.0,71.22,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1126,recommended,1478,Construction of CC Road with Brick Soling from H/O Suvendu Mondal to H/O Pintu Halder. (105 mtr),Construction of CC Road from H/O Sanjoy Das to Mohonpur Foot Ball Ground. (138 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,409336.0,79.52,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,667,recommended,114,Construction of community hall in village Bijalgaon at Yadav Mohalla,Construction of community hall in Anjad at ward no 01 Dashahara Maidan Kshtriya Rathod Dharmshala,Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,250000.0,500000.0,75.38,MEDIUM,fuzzy_multi_field,pending,requires_human_review
