work_id,completion_date,disbursed_amount,has_evidence,raw_evidence_status
WS/MP198/2023-2024/3506-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3507-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3508-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3500-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3501-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3502-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3498-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3546-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3547-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3544-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3545-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3538-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3533-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3534-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3535-Lighting of public spaces,27-Feb-24,283000.0,False,nan
"WS/MP001/2023-2024/1216-Construction of roads, link roads, pathways or any other road with or without drainage system",23-Sep-23,1486089.0,False,nan
WS/MP198/2023-2024/3503-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3511-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3510-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3509-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3512-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3537-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3536-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP190/2023-2024/1848-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1849-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1852-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1851-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1850-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1854-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1853-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1857-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1856-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1855-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1870-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1869-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1868-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1867-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1871-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1878-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1877-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1876-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1875-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1874-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1885-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1884-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1883-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1882-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1881-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1899-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1898-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1897-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1896-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1900-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1908-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1907-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1906-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1905-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1909-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1912-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1911-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1910-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1914-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1913-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1919-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1918-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1917-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1916-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1915-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1922-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1921-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1925-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1924-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1923-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1929-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1928-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1927-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1926-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1930-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1944-Street lights,28-Jun-25,243000.0,True,Images
WS/MP190/2023-2024/1945-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1943-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1942-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1948-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1947-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1946-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1953-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1952-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1951-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1950-Street lights,28-Jun-25,243000.0,True,Images
WS/MP190/2023-2024/1949-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1974-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1977-Street lights,28-Jun-25,243000.0,True,Images
WS/MP190/2023-2024/1976-Street lights,28-Jun-25,243000.0,True,Images
WS/MP190/2023-2024/1975-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1984-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1983-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1982-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1981-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1980-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1979-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1978-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1986-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1985-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/2081-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/2080-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/2079-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/2083-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/2082-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/2088-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/2087-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/2086-Street lights,03-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/2090-Street lights,03-Mar-24,243000.0,True,Images
