sr_no,work_category,work_description,state,ida_agency,work_description,mp_name,electednominated,image,completion_date,expenditure_amount
89,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-14,283000.0
90,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-14,283000.0
91,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-11,283000.0
92,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-10,283000.0
93,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-22,283000.0
94,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-11,283000.0
95,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-11,283000.0
96,Normal/Others,High MAsk Street Light,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),High MAsk Street Light,Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-23,283000.0
97,Normal/Others,Paver Block Road - 2022-2023,Tamil Nadu,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Paver Block Road - 2022-2023,R. Dharmar (2022-28) (Nan-Nan),Elected MP,Images,2023-08-25,499518.0
98,Normal/Others,Providing Paver block road from RamanathaSwamy Kovil Street in Puliyangudi Village at Puliyangudi Pt. (2022-2023),Tamil Nadu,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Providing Paver block road from RamanathaSwamy Kovil Street in Puliyangudi Village at Puliyangudi Pt. (2022-2023),R. Dharmar (2022-28) (Nan-Nan),Elected MP,Images,2023-09-19,499518.0
99,Normal/Others,Concrete Cement Road from Loorthupuram village at Posukudi Pt (2022-2023),Tamil Nadu,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Concrete Cement Road from Loorthupuram village at Posukudi Pt (2022-2023),R. Dharmar (2022-28) (Nan-Nan),Elected MP,Images,2023-09-19,998022.0
100,Normal/Others,Providing Paver Block Road from Nadu Street in Puliyankudi Village at Puliyankudi Pt (2022-2023),Tamil Nadu,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Providing Paver Block Road from Nadu Street in Puliyankudi Village at Puliyankudi Pt (2022-2023),R. Dharmar (2022-28) (Nan-Nan),Elected MP,Images,2023-09-19,499518.0
101,Normal/Others,High Mask LED Street Light ( 6 Lights),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-22,283000.0
102,Normal/Others,High Mask LED Street Light ( 6 Lights),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),High Mask LED Street Light ( 6 Lights),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-22,283000.0
103,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-21,283000.0
104,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-21,283000.0
105,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-15,283000.0
106,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-11,283000.0
107,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-11,283000.0
108,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-10,283000.0
109,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-10,283000.0
110,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-10,283000.0
111,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-10,283000.0
112,Normal/Others,HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),HIGH MASK LED STREET LIGHT ( 6 LED LIGHTS),Javed Ali Khan (2022-28) (Nan-Nan),Elected MP,Images,2024-02-10,283000.0
113,Normal/Others,LED Semi HighMast Light,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),LED Semi HighMast Light,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-03-02,243000.0
114,Normal/Others,LED Semi Highmast Light,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),LED Semi Highmast Light,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-03-02,243000.0
115,Normal/Others,LED Semi Highmast Light,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),LED Semi Highmast Light,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-03-02,243000.0
116,Normal/Others,LED Semi Highmast Light,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),LED Semi Highmast Light,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-03-02,243000.0
117,Normal/Others,LED SEMI High Mast Light,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),LED SEMI High Mast Light,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-03-02,243000.0
118,Normal/Others,LED Semi highmast light,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),LED Semi highmast light,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-03-02,243000.0
119,Normal/Others,LED Semi highmast Light,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),LED Semi highmast Light,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-03-02,243000.0
120,Normal/Others,LED Semi highmast Light,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),LED Semi highmast Light,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-03-02,243000.0
121,Normal/Others,LED Semi highmast Light,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),LED Semi highmast Light,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-03-02,243000.0
122,Normal/Others,LED Semi high mast Light,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),LED Semi high mast Light,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-03-02,243000.0
123,Normal/Others,NEAA NAGLA BLOCK BILSANDA ME RAM KUMAR GOTAM S/O SHRI RAMESHWAR DWARA SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),NEAA NAGLA BLOCK BILSANDA ME RAM KUMAR GOTAM S/O SHRI RAMESHWAR DWARA SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
124,Normal/Others,GRAM JOGITHER BLOCK BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM JOGITHER BLOCK BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
125,Normal/Others,GRAM CHURRA GOTIYA BLOCK BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM CHURRA GOTIYA BLOCK BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
126,Normal/Others,GRAM BARAPATTHAR CHORAHA BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM BARAPATTHAR CHORAHA BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
127,Normal/Others,WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME DR. BHIM RAW AMBEDKAR PARK KE PASS SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
128,Normal/Others,GRAM KARELI BLOCK BILSANDA ME RAM MURTI GOTAM S/O SHRI RAM CHANDRA LAT DWARA SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM KARELI BLOCK BILSANDA ME RAM MURTI GOTAM S/O SHRI RAM CHANDRA LAT DWARA SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
129,Normal/Others,WARD NO. 2 MOHALLA DURGA PARSAD BLOCK BISALPUR ME NARENDRA KUMAR SAGAR S/O TEJ RAM DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),WARD NO. 2 MOHALLA DURGA PARSAD BLOCK BISALPUR ME NARENDRA KUMAR SAGAR S/O TEJ RAM DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
130,Normal/Others,GRAM CHARKHAULA BLOCK BILSANDA ME RAJU GOTAM S/O SHRI RAM SAHAY DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM CHARKHAULA BLOCK BILSANDA ME RAJU GOTAM S/O SHRI RAM SAHAY DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
131,Normal/Others,GRAM BICHPURI BLOCK BILSANDA ME BHANU PARTAP S/O RAMESHWAR DWARA SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM BICHPURI BLOCK BILSANDA ME BHANU PARTAP S/O RAMESHWAR DWARA SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
132,Normal/Others,GRAM CHARKHAULA BLOCK BILSANDA ME RAM NARESH S/O LUKAI RAM DWARA SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM CHARKHAULA BLOCK BILSANDA ME RAM NARESH S/O LUKAI RAM DWARA SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
133,Normal/Others,WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME ALOK KUMAR S/O SHRI PUTTU LAL DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME ALOK KUMAR S/O SHRI PUTTU LAL DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
134,Normal/Others,GRAM MUNDIA HULAS BLOCK BISALPUR ME BRAJNANDAN LAL S/O SHRI SHYAM LAL DWARA SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM MUNDIA HULAS BLOCK BISALPUR ME BRAJNANDAN LAL S/O SHRI SHYAM LAL DWARA SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
135,Normal/Others,WARD NO. 25 PATEL NAGAR BISALPUR BLOCK BISALPUR ME PITAM RAM JI S/O SHRI PURAN LAL DWARA SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),WARD NO. 25 PATEL NAGAR BISALPUR BLOCK BISALPUR ME PITAM RAM JI S/O SHRI PURAN LAL DWARA SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
136,Normal/Others,WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME RAMPAL S/O DURGA PRASAD DWARA RAMPURA ROAD KE DUSRE CHORAHE PAR SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME RAMPAL S/O DURGA PRASAD DWARA RAMPURA ROAD KE DUSRE CHORAHE PAR SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
137,Normal/Others,WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME PUTTU LAL VARMA S/O SHRI DURGA PARSAD DWARA RAMPURA ROAD CHORAHE PAR SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),WARD NO. 2 MOHALLA DURGA PARSAD BISALPUR BLOCK BISALPUR ME PUTTU LAL VARMA S/O SHRI DURGA PARSAD DWARA RAMPURA ROAD CHORAHE PAR SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
138,Normal/Others,GRAM BUDHELI BLOCK PURANPUR ME SHIR MAYA PRAKASH DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRE),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM BUDHELI BLOCK PURANPUR ME SHIR MAYA PRAKASH DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRE),Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
139,Normal/Others,GRAM JADOPUR KHURD BLOCK PURANPUR ME SHRI SANJEEV KUMAR DWARA SEMI HIGH MAST LIGHT (S.C BAHULAYA CHHETRA),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM JADOPUR KHURD BLOCK PURANPUR ME SHRI SANJEEV KUMAR DWARA SEMI HIGH MAST LIGHT (S.C BAHULAYA CHHETRA),Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
140,Normal/Others,GRAM NAVADIA SUKHDARPUR BLOCK PURANPUR ME SHRI NAND KISHOR DWARA SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM NAVADIA SUKHDARPUR BLOCK PURANPUR ME SHRI NAND KISHOR DWARA SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
141,Normal/Others,GRAM KALINAGAR BLOCK PURANPUR ME SHIV DAYAL DWARA SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM KALINAGAR BLOCK PURANPUR ME SHIV DAYAL DWARA SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
142,Normal/Others,GRAM GURUDWARA VEERKHEDA BLOCK KALINAGAR ME SHRI DEVSWARUP DWARA SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM GURUDWARA VEERKHEDA BLOCK KALINAGAR ME SHRI DEVSWARUP DWARA SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
143,Normal/Others,GRAM SHIVPURIYA BLOCK PURANPUR ME SHRI SUSHIRAM DWARA SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM SHIVPURIYA BLOCK PURANPUR ME SHRI SUSHIRAM DWARA SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
144,Normal/Others,WARD NO. 25 NEHRU NAGAR BLOCK PURANPUR ME SHRI JAY PRAKASH DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),WARD NO. 25 NEHRU NAGAR BLOCK PURANPUR ME SHRI JAY PRAKASH DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
145,Normal/Others,GRAM SHIV NAGAR BLOCK BARKHERA ME SHIR ABDHESH KUMAR DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM SHIV NAGAR BLOCK BARKHERA ME SHIR ABDHESH KUMAR DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
146,Normal/Others,GRAM NOGAWA PAKADIYA BLOCK LALAURIKHERA ME SHIR HARDESH KUMAR DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM NOGAWA PAKADIYA BLOCK LALAURIKHERA ME SHIR HARDESH KUMAR DWARA SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
147,Normal/Others,GRAM NOGAWA PAKADIYA BLOCK LALAURIKHERA ME SHIR CHANDRASHEKHAR PRATAP SIGH DWARA CHORAHE PAR SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM NOGAWA PAKADIYA BLOCK LALAURIKHERA ME SHIR CHANDRASHEKHAR PRATAP SIGH DWARA CHORAHE PAR SEMI HIGH MAST LIGHT (S.C BAHULYA CHHETRA),Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
148,Normal/Others,GRAM BANGANJ BLOCK BARKHERA ME SHRI RAJ SAGAR DWARA SEMI HIGHT MAST,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM BANGANJ BLOCK BARKHERA ME SHRI RAJ SAGAR DWARA SEMI HIGHT MAST,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
149,Normal/Others,GRAM ADASAI BLOCK LALAURIKHERA ME SHIR SURESH CHANDRA DWARA CHORAHE KE PASS SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM ADASAI BLOCK LALAURIKHERA ME SHIR SURESH CHANDRA DWARA CHORAHE KE PASS SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
150,Normal/Others,DEEN ANGAR BLOCK AMARIYA ME SHRI RATAN PRAKASH KE GHAR KE PASS SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),DEEN ANGAR BLOCK AMARIYA ME SHRI RATAN PRAKASH KE GHAR KE PASS SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
151,Normal/Others,GRAM KHAPRAIL GOTIYA (BUDHI BIHAR) BLOCK MARORI ME SHRI BYAS MUNI KE GHAR KE PASS SEMI HIGH MAST LIGHT,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),GRAM KHAPRAIL GOTIYA (BUDHI BIHAR) BLOCK MARORI ME SHRI BYAS MUNI KE GHAR KE PASS SEMI HIGH MAST LIGHT,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
152,Normal/Others,????? ???? ??? ????? ?????? ??? ???? ?????? ???? ?????? ?????? ?? ??? ???? ??? ????? ?????,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),????? ???? ??? ????? ?????? ??? ???? ?????? ???? ?????? ?????? ?? ??? ???? ??? ????? ?????,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
153,Normal/Others,????? ??????? ????? ?????? ??? ???? ???? ??? ?????? ??????? ?????? ?? ??? ???? ??? ????? ?????,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),????? ??????? ????? ?????? ??? ???? ???? ??? ?????? ??????? ?????? ?? ??? ???? ??? ????? ?????,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
154,Normal/Others,????? ??????? ????? ?????? ??? ??0 ?????? ????? ?? ?? ?? ??? ???? ??? ????? ?????,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),????? ??????? ????? ?????? ??? ??0 ?????? ????? ?? ?? ?? ??? ???? ??? ????? ?????,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
155,Normal/Others,????? ????? ????? ????????? ??? ???? ???? ??? ?????? ???? ??? ????? ?????,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),????? ????? ????? ????????? ??? ???? ???? ??? ?????? ???? ??? ????? ?????,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
156,Normal/Others,??? ??????? ???? ????? ????? ?????? ???? ????????? ?? ??? ???? ??? ????? ?????,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),??? ??????? ???? ????? ????? ?????? ???? ????????? ?? ??? ???? ??? ????? ?????,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
157,Normal/Others,???????? ????? ?? ???,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),???????? ????? ?? ???,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
158,Normal/Others,??0 ??? ??? ???????? ????? ?? ???,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),??0 ??? ??? ???????? ????? ?? ???,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
159,Normal/Others,???? ??? ???? ????? ???? ???? ??? ?? ?? ?? ???,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),???? ??? ???? ????? ???? ???? ??? ?? ?? ?? ???,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
160,Normal/Others,??????? ???? ????? ???? ?????? ??? ??????,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),??????? ???? ????? ???? ?????? ??? ??????,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
161,Normal/Others,???? ???? ????? ?????? ?? ?? ?? ???,Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),???? ???? ????? ?????? ?? ?? ?? ???,Ramji (2020-26) (Nan-Nan),Elected MP,,2024-02-27,283000.0
