sr_no,work_category,work_description,state,ida_agency,work_description,mp_name,electednominated,image,completion_date,expenditure_amount
4662,Normal/Others,One high mast light near the house of Shri Shyam Bihari Ji at Nagaon turn in Village Panchayat Sohadwal of Development Block Nagwan,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),One high mast light near the house of Shri Shyam Bihari Ji at Nagaon turn in Village Panchayat Sohadwal of Development Block Nagwan,Hardeep Singh Puri (2020-26) (Nan-Nan),Elected MP,Images,2025-10-18,461326.0
4663,Normal/Others,Installation of high mast light near village panchayat Parasuna Brahma Baba Bhite of development block Karma,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Installation of high mast light near village panchayat Parasuna Brahma Baba Bhite of development block Karma,Hardeep Singh Puri (2020-26) (Nan-Nan),Elected MP,Images,2026-08-22,461285.0
4664,Normal/Others,A high mast light at Karidand Chak Chapki near Ranidurgavati Archery Centre in Babhani development block,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),A high mast light at Karidand Chak Chapki near Ranidurgavati Archery Centre in Babhani development block,Hardeep Singh Puri (2020-26) (Nan-Nan),Elected MP,Images,2026-01-14,460925.0
4665,Normal/Others,A high mast light near Shanteshwar Mahadev temple Karidand Chak Chapki Sevakunj Ashram in development block Babhani,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),A high mast light near Shanteshwar Mahadev temple Karidand Chak Chapki Sevakunj Ashram in development block Babhani,Hardeep Singh Puri (2020-26) (Nan-Nan),Elected MP,Images,2026-01-14,461326.0
4666,Normal/Others,A high mast light in the village stadium Karidand Chak Chapki in development block Babhani.,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),A high mast light in the village stadium Karidand Chak Chapki in development block Babhani.,Hardeep Singh Puri (2020-26) (Nan-Nan),Elected MP,Images,2025-10-18,461327.0
4667,Normal/Others,Work of installation of high mast light in Sangobadh Bazar village panchayat of development block Myorpur,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Work of installation of high mast light in Sangobadh Bazar village panchayat of development block Myorpur,Hardeep Singh Puri (2020-26) (Nan-Nan),Elected MP,Images,2026-01-14,461084.0
4668,Normal/Others,High mast light near the ancient Hanuman temple in village Madainiya of Gram Panchayat Karma in development block Karma,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),High mast light near the ancient Hanuman temple in village Madainiya of Gram Panchayat Karma in development block Karma,Hardeep Singh Puri (2020-26) (Nan-Nan),Elected MP,Images,2026-01-14,461025.0
4669,Normal/Others,Work of installation of high mast light around RB Singh Mahavidyalaya Diwan of development block Ghorawal,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Work of installation of high mast light around RB Singh Mahavidyalaya Diwan of development block Ghorawal,Hardeep Singh Puri (2020-26) (Nan-Nan),Elected MP,Images,2026-01-13,461327.0
4670,Normal/Others,Work of installation of high mast light at the intersection of Son river bridge of Gram Sabha Majhigawan of Kon development block,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Work of installation of high mast light at the intersection of Son river bridge of Gram Sabha Majhigawan of Kon development block,Hardeep Singh Puri (2020-26) (Nan-Nan),Elected MP,,2025-10-18,461156.0
4671,Trust And Society,Set up a Grid connected Roof top solar Power Plant ( 30 KWP) at Ramkrishna Math Bolpur,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Set up a Grid connected Roof top solar Power Plant ( 30 KWP) at Ramkrishna Math Bolpur,Samik Bhattacharya (2024-30) (Nan-Nan),Elected MP,Images,2025-06-26,1350000.0
4672,Normal/Others,Gram Golaguthan me Lakhannath ke ghar se harizan mohalla ki aur CC road nirman,Madhya Pradesh,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),Gram Golaguthan me Lakhannath ke ghar se harizan mohalla ki aur CC road nirman,Maya Naroliya (2024-30) (Nan-Nan),Elected MP,,2026-03-23,500000.0
4673,Normal/Others,medical equipment for BBMB hospital Talwara details attached,Punjab,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),medical equipment for BBMB hospital Talwara details attached,Harbhajan Singh (2022-28) (Nan-Nan),Elected MP,Images,2025-04-15,3533480.0
4674,Normal/Others,"Gram panchayat Lamkana, Janpad panchayat Majholi ke gram Lamkana main Ashok Agrawal ke Ghar se Ankul Sen ke Ghar ki aur CC road Nirman kary, Jabalpur",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),"Gram panchayat Lamkana, Janpad panchayat Majholi ke gram Lamkana main Ashok Agrawal ke Ghar se Ankul Sen ke Ghar ki aur CC road Nirman kary, Jabalpur",Vivek K. Tankha (2022-28) (Nan-Nan),Elected MP,Images,2026-01-01,300000.0
4675,Normal/Others,road damarikaran kary Ward No. 33 Agency Municipal Council Mandsaur,Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),road damarikaran kary Ward No. 33 Agency Municipal Council Mandsaur,Banshilal Gurjar (2024-30) (Nan-Nan),Elected MP,Images,2026-08-09,1300000.0
4676,Normal/Others,Kanajhara Ta.Deesa : Work of water parab in Anganwadi Center 1 (2023-24),Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Kanajhara Ta.Deesa : Work of water parab in Anganwadi Center 1 (2023-24),Babubhai Jesangbhai Desai (2023-29) (Nan-Nan),Elected MP,Images,2025-08-04,500000.0
4677,Normal/Others,Kanajhara Ta.Deesa : For water pipe line work in Gambhirpura area (2023-24),Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Kanajhara Ta.Deesa : For water pipe line work in Gambhirpura area (2023-24),Babubhai Jesangbhai Desai (2023-29) (Nan-Nan),Elected MP,Images,2025-08-04,500000.0
4678,Normal/Others,"Der (Anandpura) village, Ta.Di, Patan: Paver block work from Desai Sagarbhai Bijolbhai's house to C.C. Road and from Desai Ishwarbhai Harjibhai's house to the main road.(2024-25)",Gujarat,PATAN(DISTRICT COLLECTOR PATAN_IDA),"Der (Anandpura) village, Ta.Di, Patan: Paver block work from Desai Sagarbhai Bijolbhai's house to C.C. Road and from Desai Ishwarbhai Harjibhai's house to the main road.(2024-25)",Babubhai Jesangbhai Desai (2023-29) (Nan-Nan),Elected MP,Images,2025-04-19,200000.0
4679,Normal/Others,"Construction of C C road from Jena Sahi to Radhanagar, Village-Radhanagar, GP-Nial, Ward No.11",Odisha,Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA),"Construction of C C road from Jena Sahi to Radhanagar, Village-Radhanagar, GP-Nial, Ward No.11",Sulata Deo (2022-28) (Nan-Nan),Elected MP,Images,2025-04-16,1000000.0
4680,Normal/Others,Kanzara Ta.Deesa : For CC road work from Village Chora to Village Padar(2023-24),Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Kanzara Ta.Deesa : For CC road work from Village Chora to Village Padar(2023-24),Babubhai Jesangbhai Desai (2023-29) (Nan-Nan),Elected MP,Images,2025-08-04,500000.0
4681,Normal/Others,construction of cc road gram chamrauli serial n0 4,Jharkhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),construction of cc road gram chamrauli serial n0 4,Sarfraz Ahmad (2024-30) (Nan-Nan),Elected MP,Images,2026-01-21,999274.0
4682,Normal/Others,construction of cc road gram mutabai,Jharkhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),construction of cc road gram mutabai,Sarfraz Ahmad (2024-30) (Nan-Nan),Elected MP,Images,2026-01-30,1248839.0
4683,Normal/Others,construction of cc road gram mutabai majhra poora maharam,Jharkhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),construction of cc road gram mutabai majhra poora maharam,Sarfraz Ahmad (2024-30) (Nan-Nan),Elected MP,Images,2026-01-30,1249502.0
4684,Normal/Others,construction of cc road gram mevli kalan serial n0 3,Jharkhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),construction of cc road gram mevli kalan serial n0 3,Sarfraz Ahmad (2024-30) (Nan-Nan),Elected MP,Images,2026-01-30,1498206.0
4685,Normal/Others,Providing road and drainage facilities to the Roja nagar at Kodathur Manavely village in Mannadipet Constituency.,Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Providing road and drainage facilities to the Roja nagar at Kodathur Manavely village in Mannadipet Constituency.,S. Selvaganabathy (2021-27) (Nan-Nan),Elected MP,,2025-05-26,2880886.0
4686,Normal/Others,"Deepening / De-Silting of the pond in Keezhanthaangal lake at Rajanthaangal Village in Ward No. 12 of Kilpennathur Block in Thiruvannamalai District, Tamilnadu State, to augment water storage capacity in the area.",Puducherry,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),"Deepening / De-Silting of the pond in Keezhanthaangal lake at Rajanthaangal Village in Ward No. 12 of Kilpennathur Block in Thiruvannamalai District, Tamilnadu State, to augment water storage capacity in the area.",S. Selvaganabathy (2021-27) (Nan-Nan),Elected MP,,2025-09-19,2492724.0
4687,Trust And Society,Construction of Cultural Hall in Trust area of Shanaishchara Swamy Seva Trust.,Maharashtra,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Construction of Cultural Hall in Trust area of Shanaishchara Swamy Seva Trust.,Ajeet Madhavrao Gopchade (2024-30) (Nan-Nan),Elected MP,Images,2026-01-07,2500000.0
4688,Normal/Others,construction work of Ambulance Road Vill. Dharapda,Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),construction work of Ambulance Road Vill. Dharapda,Harsh Mahajan (2024-30) (Nan-Nan),Elected MP,Images,2025-10-24,50000.0
4689,Normal/Others,"Protective wall and leveling in village Bhankoli, Tehsil Bhatwadi",Uttarakhand,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),"Protective wall and leveling in village Bhankoli, Tehsil Bhatwadi",Kalpana Saini (2022-28) (Nan-Nan),Elected MP,,2025-06-26,197730.0
4690,Normal/Others,"Providing of Paver Block, Fencing and Gym Equipments of Open Gym (15m x 15m) at Muppaiyur Village, Muppaiyur Panchayat in Devakottai Block",Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),"Providing of Paver Block, Fencing and Gym Equipments of Open Gym (15m x 15m) at Muppaiyur Village, Muppaiyur Panchayat in Devakottai Block",P. Chidambaram (2022-28) (Nan-Nan),Elected MP,Images,2025-05-08,563667.0
4691,Normal/Others,PER LIGHT COST 283000 AND 35 DIFFERENT PLACE OF COST 9905000.00 (AS PER LIST),Uttar Pradesh,PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA),PER LIGHT COST 283000 AND 35 DIFFERENT PLACE OF COST 9905000.00 (AS PER LIST),Ramji (2020-26) (Nan-Nan),Elected MP,,2026-02-14,9904980.0
4692,Normal/Others,Installation of high mast light near the Chathiram Roundana where Aryapadhi Veedu Panchayat meets Cholanmalikai Panchayat,Tamil Nadu,THANJAVUR(DISTRICT COLLECTOR THANJAVUR_IDA),Installation of high mast light near the Chathiram Roundana where Aryapadhi Veedu Panchayat meets Cholanmalikai Panchayat,S. Kalyanasundaram (2022-28) (Nan-Nan),Elected MP,Images,2025-05-10,450000.0
4693,Normal/Others,Laying of CC Road from Thandra Balaiah House To Govindu Shivaraju House in Ramreddypally(v) of Urkonda(m).,Telangana,NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA),Laying of CC Road from Thandra Balaiah House To Govindu Shivaraju House in Ramreddypally(v) of Urkonda(m).,Damodar Rao Divakonda (2022-28) (Nan-Nan),Elected MP,Images,2025-04-22,299963.0
4694,Normal/Others,Construction of CC Road and RCC Drain in Prabhag No 07 for MC Purana Dist Parbhani,Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Construction of CC Road and RCC Drain in Prabhag No 07 for MC Purana Dist Parbhani,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,Images,2025-05-03,4999849.0
4695,Normal/Others,Construction of CC Road and RCC Drain at Ghan Kachra Side for MC Purana Distt Parbhani,Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Construction of CC Road and RCC Drain at Ghan Kachra Side for MC Purana Distt Parbhani,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,Images,2025-05-03,4999970.0
4696,Normal/Others,Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC),Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC),Sant Balbir Singh (2022-28) (Nan-Nan),Elected MP,Images,2026-02-17,365800.0
4697,Normal/Others,Construction of gutters from Nayapura to Kodiyar Dham in Gram Tilgara JP Badnawar District Dhar,Madhya Pradesh,DHAR(DISTRICT COLLECTOR DHAR_IDA),Construction of gutters from Nayapura to Kodiyar Dham in Gram Tilgara JP Badnawar District Dhar,Kavita Patidar (2022-28) (Nan-Nan),Elected MP,Images,2026-03-12,400000.0
4698,Normal/Others,"Repair Restoration of CC Road at RDS Junior, Mahavidyalaya, Kundabai Campus Village-Kundabai, GP_Kundabai, Block- Udala, Distt-Mayurbhanj",Odisha,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),"Repair Restoration of CC Road at RDS Junior, Mahavidyalaya, Kundabai Campus Village-Kundabai, GP_Kundabai, Block- Udala, Distt-Mayurbhanj",Sulata Deo (2022-28) (Nan-Nan),Elected MP,Images,2025-04-23,500000.0
4699,Normal/Others,Repair Restoration of CC Road from Laxinarayan High School to bhaskar Behera House ward no-7 Village Asonbani GP- Pingu Block- Kaptipada,Odisha,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),Repair Restoration of CC Road from Laxinarayan High School to bhaskar Behera House ward no-7 Village Asonbani GP- Pingu Block- Kaptipada,Sulata Deo (2022-28) (Nan-Nan),Elected MP,Images,2025-04-23,500000.0
4700,Normal/Others,New High Mast Street Light at Lakshmanpur,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Lakshmanpur,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-21,124937.0
4701,Normal/Others,New High Mast Street Light at Rampur Sangramgarh,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Rampur Sangramgarh,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4702,Normal/Others,New High Mast Street Light at Rampur Sangramgarh,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Rampur Sangramgarh,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4703,Normal/Others,New High Mast street light at Lalganj,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast street light at Lalganj,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-21,124937.0
4704,Normal/Others,New High Mast Street Light at Lakshmanpur,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Lakshmanpur,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-21,124937.0
4705,Normal/Others,New High Mast Light at Mandhata,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mandhata,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4706,Normal/Others,New High Mast Light at Mandhata,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mandhata,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4707,Normal/Others,New High Mast Light at Mandhata,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mandhata,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4708,Normal/Others,"Der (Anandpura) Ta.Dist, Patan: Paver block work from Desai Bharatbhai Ratnabhai's house to Kanjibhai's house and from Desai Dineshbhai Motibhai's house to Bhagwanbhai Mahadevbhai's house.(2024-25)",Gujarat,PATAN(DISTRICT COLLECTOR PATAN_IDA),"Der (Anandpura) Ta.Dist, Patan: Paver block work from Desai Bharatbhai Ratnabhai's house to Kanjibhai's house and from Desai Dineshbhai Motibhai's house to Bhagwanbhai Mahadevbhai's house.(2024-25)",Babubhai Jesangbhai Desai (2023-29) (Nan-Nan),Elected MP,Images,2025-04-23,500000.0
4709,Normal/Others,New High Mast Light at Mandhata,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mandhata,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4710,Normal/Others,New High Mast Light at Mandhata,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mandhata,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4711,Normal/Others,New High Mast Light at Mandhata,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mandhata,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4712,Normal/Others,New High Mast Light at Mandhata,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mandhata,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4713,Normal/Others,New High Mast Light at Mandhata,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mandhata,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4714,Normal/Others,New High Mast Light at Mangraura,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mangraura,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4715,Normal/Others,New High Mast Light at Mangraura,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mangraura,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4716,Normal/Others,New High Mast Light at Mangraura,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Light at Mangraura,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4717,Normal/Others,High mast street lights at Baba Belkharnath Dham,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),High mast street lights at Baba Belkharnath Dham,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4718,Normal/Others,New High mast street light at Sangipur,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High mast street light at Sangipur,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-22,124937.0
4719,Normal/Others,New High Mast Street Light at Sandwa Chandrika,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Sandwa Chandrika,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4720,Normal/Others,New High Mast Street Light at Sandwa Chandrika,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Sandwa Chandrika,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4721,Normal/Others,New High Mast Street Light at Sandwa Chandrika,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Sandwa Chandrika,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4722,Normal/Others,New High Mast Street Light at Sandwa Chandrika,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Sandwa Chandrika,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4723,Normal/Others,New High Mast Street Light at Sandwa Chandrika,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Sandwa Chandrika,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4724,Normal/Others,New High Mast Street Light at Sandwa Chandrika,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Sandwa Chandrika,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4725,Normal/Others,New High Mast Street Light at Sandwa Chandrika,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Sandwa Chandrika,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4726,Normal/Others,New High Mast Street Light at Sandwa Chandrika,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Sandwa Chandrika,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4727,Normal/Others,New High Mast Street Light at Sandwa Chandrika,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Sandwa Chandrika,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4728,Normal/Others,New High Mast Street Light at Sandwa Chandrika,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High Mast Street Light at Sandwa Chandrika,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4729,Normal/Others,New high mast street light at Rampur Sanramgarh,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast street light at Rampur Sanramgarh,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4730,Normal/Others,New high mast street light at Rampur Sanramgarh,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast street light at Rampur Sanramgarh,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4731,Normal/Others,New high mast street light at Rampur Sanramgarh,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast street light at Rampur Sanramgarh,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4732,Normal/Others,"Construction of Building (Rangamandira)for community cultural activities at Hesaraghatta Village, Yelahanka Assembly, Yelahanka Taluk, Bengaluru Urban District.",Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),"Construction of Building (Rangamandira)for community cultural activities at Hesaraghatta Village, Yelahanka Assembly, Yelahanka Taluk, Bengaluru Urban District.",Jaggesh (2022-28) (Nan-Nan),Elected MP,Images,2025-04-23,2499396.0
4733,Normal/Others,New High mast light at Magraura,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New High mast light at Magraura,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4734,Normal/Others,C.C.Road Development work.,Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),C.C.Road Development work.,Narayanasa K. Bhandage (2024-30) (Nan-Nan),Elected MP,,2025-04-23,499534.0
4735,Normal/Others,C.C.Road Development work.,Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),C.C.Road Development work.,Narayanasa K. Bhandage (2024-30) (Nan-Nan),Elected MP,,2025-04-23,499534.0
4736,Normal/Others,Construction of Truss Work.,Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Construction of Truss Work.,Narayanasa K. Bhandage (2024-30) (Nan-Nan),Elected MP,,2025-04-23,499075.0
4737,Normal/Others,C.C.Road Development work.,Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),C.C.Road Development work.,Narayanasa K. Bhandage (2024-30) (Nan-Nan),Elected MP,,2025-04-23,499534.0
4738,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4739,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4740,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4741,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4742,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4743,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4744,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4745,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4746,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-23,124937.0
4747,Normal/Others,"1 For construction of interlocking brick kharanja from Hanuman temple to Udal boring in Gram Panchayat Bhatwali, Gram Bani.",Rajasthan,Deeg(DISTRICT COLLECTOR Deeg_IDA),"1 For construction of interlocking brick kharanja from Hanuman temple to Udal boring in Gram Panchayat Bhatwali, Gram Bani.",Pramod Tiwari (2022-28) (Nan-Nan),Elected MP,Images,2025-12-30,599502.0
4748,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-22,124937.0
4749,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-22,124937.0
4750,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-22,124937.0
4751,Normal/Others,New high mast light,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),New high mast light,K. Laxman (2022-28) (Nan-Nan),Elected MP,,2025-06-22,124937.0
