sr_no,state,work_description,work_id,ida_agency,mp_name,electednominated,expenditure_amount,vendor_name,work_status,expenditure_amount
15365,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP181/2026-2027/217393,MEERUT(DISTRICT MAGISTRATE MEERUT_IDA),Laxmikant Bajpayee (2022-28) (2022-2028),Elected MP,1761619.0,Harshprem Enterprises Pvt Ltd,Payment Success,1761619.0
15366,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP850/2023-2024/69471,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Naresh Bansal (2020-26) (2020-2026),Elected MP,983853.0,Rashid Ali,Payment Success,983853.0
15367,Uttarakhand,Development of public parks,WS/MP850/2023-2024/98224,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Naresh Bansal (2020-26) (2020-2026),Elected MP,401716.0,Rashid Ali,Payment Success,401716.0
15368,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP850/2023-2024/97010,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Naresh Bansal (2020-26) (2020-2026),Elected MP,992563.0,Rashid Ali,Payment Success,992563.0
15369,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP052/2023-2024/15929,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,741672.0,Pushpendra Tiwari,Payment Success,741672.0
15370,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP052/2023-2024/15925,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,741536.0,Pushpendra Tiwari,Payment Success,741536.0
15371,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP095/2025-2026/222701,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),A. A. Rahim (2022-28) (2022-2028),Elected MP,1279328.0,Mayfair J M,Payment Success,1279328.0
15372,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP095/2025-2026/222702,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),A. A. Rahim (2022-28) (2022-2028),Elected MP,1335850.0,Mayfair J M,Payment Success,1335850.0
15373,Puducherry,Street lights,WS/MP139/2023-2024/96922,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),S. Selvaganabathy (2021-27) (2021-2027),Elected MP,4278090.0,Shakti Fixtures Private Limited,Payment Success,4278090.0
15374,Madhya Pradesh,Construction of community centers and community halls,WS/MP106/2023-2024/19294,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,120000.0,Gram Panchayat Pahadikheda,Payment Success,120000.0
15375,Madhya Pradesh,Construction of community centers and community halls,WS/MP106/2023-2024/19294,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,120000.0,Gram Panchayat Pahadikheda,Payment Success,120000.0
15376,Uttar Pradesh,Purchase of non-conventional energy system and devices for community use,WS/MP202/2023-2024/44059,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),Seema Dwivedi (2020-26) (2020-2026),Elected MP,125500.0,Sunny Enterprises,Payment Success,125500.0
15377,Bihar,Construction of public staircase/ stair ghat for public convenience,WS/MP052/2023-2024/35811,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,895799.0,Assistant Engineer Chanptiya,Payment Success,895799.0
15378,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP052/2023-2024/16058,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,1491583.0,Assistant Engineer Chanptiya,Payment Success,1491583.0
15379,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP052/2025-2026/256430,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,990627.0,Assistant Engineer Chanptiya,Payment Success,990627.0
15380,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP052/2025-2026/270122,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,1214808.0,Assistant Engineer Chanptiya,Payment Success,1214808.0
15381,Bihar,Renovation of ponds and lakes,WS/MP052/2024-2025/148487,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,746518.0,Assistant Engineer Chanptiya,Payment Success,746518.0
15382,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP052/2023-2024/16045,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,1487135.0,Assistant Engineer Chanptiya,Payment Success,1487135.0
15383,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP052/2023-2024/16052,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA),Satish Chandra Dubey (2022-28) (2022-2028),Elected MP,1483564.0,Assistant Engineer Chanptiya,Payment Success,1483564.0
15384,Uttar Pradesh,Construction of buildings for community cultural activities,WS/MP186/2025-2026/81793,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,590000.0,Ajay Kumar Singh,Payment Success,590000.0
15385,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP225/2024-2025/142863,JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,749788.0,Rameshwar Gupta,Payment Success,749788.0
15386,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP225/2024-2025/142863,JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,749756.0,Rameshwar Gupta,Payment Success,749756.0
15387,Odisha,Construction of public libraries and reading rooms,WS/MP131/2023-2024/75781,Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),Sasmit Patra (2022-28) (2022-2028),Elected MP,811647.0,Jayashree Jena,Payment Success,811647.0
15388,Rajasthan,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP146/2023-2024/10966,HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,124200.0,Gram Panchayaat Bhanguli,Payment Success,124200.0
15389,Rajasthan,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP146/2023-2024/10966,HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,375000.0,Gram Panchayaat Bhanguli,Payment Success,375000.0
15390,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2024-2025/158659,SEHORE(DISTRICT COLLECTOR SEHORE_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,750000.0,Gp Bansia S,Payment Success,750000.0
15391,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2024-2025/158659,SEHORE(DISTRICT COLLECTOR SEHORE_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,550000.0,Gp Bansia S,Payment Success,550000.0
15392,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192449,SEHORE(DISTRICT COLLECTOR SEHORE_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,220000.0,Gp Bansia S,Payment Success,220000.0
15393,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192449,SEHORE(DISTRICT COLLECTOR SEHORE_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,500000.0,Gp Bansia S,Payment Success,500000.0
15394,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP103/2023-2024/34534,SEHORE(DISTRICT COLLECTOR SEHORE_IDA),Kavita Patidar (2022-28) (2022-2028),Elected MP,750000.0,Gp Magarda S,Payment Success,750000.0
15395,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP103/2023-2024/34534,SEHORE(DISTRICT COLLECTOR SEHORE_IDA),Kavita Patidar (2022-28) (2022-2028),Elected MP,750000.0,Gp Magarda S,Payment Success,750000.0
15396,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18284/2025-2026/179318,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Ashok Singh (2024-30) (2024-2030),Elected MP,250000.0,Jp Gogawa,Payment Success,250000.0
15397,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18284/2025-2026/179318,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Ashok Singh (2024-30) (2024-2030),Elected MP,250000.0,Jp Gogawa,Payment Success,250000.0
15398,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP141/2026-2027/270460,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Harbhajan Singh (2022-28) (2022-2028),Elected MP,137600.0,Sewak Building Meterial,Payment Success,137600.0
15399,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18331/2024-2025/153549,MATHURA(DISTRICT MAGISTRAE MATHURA_IDA),Tejveer Singh (2024-30) (2024-2030),Elected MP,254880.0,Divyanshu Construction,Payment Success,254880.0
15400,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18331/2024-2025/153547,MATHURA(DISTRICT MAGISTRAE MATHURA_IDA),Tejveer Singh (2024-30) (2024-2030),Elected MP,1049779.0,Divyanshu Construction,Payment Success,1049779.0
15401,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18331/2024-2025/153549,MATHURA(DISTRICT MAGISTRAE MATHURA_IDA),Tejveer Singh (2024-30) (2024-2030),Elected MP,84738.0,Divyanshu Construction,Payment Success,84738.0
15402,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18331/2024-2025/153547,MATHURA(DISTRICT MAGISTRAE MATHURA_IDA),Tejveer Singh (2024-30) (2024-2030),Elected MP,349269.0,Divyanshu Construction,Payment Success,349269.0
15403,Uttarakhand,Construction of rooms and halls in school and colleges,WS/MP850/2023-2024/70508,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Naresh Bansal (2020-26) (2020-2026),Elected MP,992510.0,Pardeep Gupta,Payment Success,992510.0
15404,Uttarakhand,Construction of rooms and halls in school and colleges,WS/MP850/2023-2024/25565,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Naresh Bansal (2020-26) (2020-2026),Elected MP,1144250.0,Pardeep Gupta,Payment Success,1144250.0
15405,Uttarakhand,Development of public parks,WS/MP850/2023-2024/100850,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Naresh Bansal (2020-26) (2020-2026),Elected MP,584593.0,Pardeep Gupta,Payment Success,584593.0
15406,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP850/2023-2024/84768,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Naresh Bansal (2020-26) (2020-2026),Elected MP,838601.0,Pardeep Gupta,Payment Success,838601.0
15407,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP850/2023-2024/100851,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Naresh Bansal (2020-26) (2020-2026),Elected MP,791602.0,Pardeep Gupta,Payment Success,791602.0
15408,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP850/2025-2026/252630,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Naresh Bansal (2020-26) (2020-2026),Elected MP,822396.0,Pardeep Gupta,Payment Success,822396.0
15409,Madhya Pradesh,Purchase of mobile water tankers,WS/MP106/2023-2024/20278,KATNI(District Collector Katni_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,156500.0,Gupta Krishi Yantra,Payment Success,156500.0
15410,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP103/2023-2024/34556,DHAR(DISTRICT COLLECTOR DHAR_IDA),Kavita Patidar (2022-28) (2022-2028),Elected MP,350000.0,Gram Panchayat Borali,Payment Success,350000.0
15411,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP103/2023-2024/34555,DHAR(DISTRICT COLLECTOR DHAR_IDA),Kavita Patidar (2022-28) (2022-2028),Elected MP,348653.0,Gram Panchayat Borali,Payment Success,348653.0
15412,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP103/2023-2024/34556,DHAR(DISTRICT COLLECTOR DHAR_IDA),Kavita Patidar (2022-28) (2022-2028),Elected MP,350000.0,Gram Panchayat Borali,Payment Success,350000.0
15413,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP103/2023-2024/34555,DHAR(DISTRICT COLLECTOR DHAR_IDA),Kavita Patidar (2022-28) (2022-2028),Elected MP,350000.0,Gram Panchayat Borali,Payment Success,350000.0
15414,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95942,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,981472.0,D Ganesan Alangadu,Payment Success,981472.0
15415,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95942,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,1769226.0,D Ganesan Alangadu,Payment Success,1769226.0
15416,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95942,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,2552475.0,D Ganesan Alangadu,Payment Success,2552475.0
15417,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95942,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,6348977.0,D Ganesan Alangadu,Payment Success,6348977.0
15418,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176346,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271686.0,D Ganesan Alangadu,Payment Success,271686.0
15419,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176347,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271136.0,D Ganesan Alangadu,Payment Success,271136.0
15420,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176348,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271689.0,D Ganesan Alangadu,Payment Success,271689.0
15421,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176349,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271425.0,D Ganesan Alangadu,Payment Success,271425.0
15422,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176350,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271593.0,D Ganesan Alangadu,Payment Success,271593.0
15423,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176344,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271097.0,D Ganesan Alangadu,Payment Success,271097.0
15424,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176345,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271022.0,D Ganesan Alangadu,Payment Success,271022.0
15425,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176343,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271521.0,D Ganesan Alangadu,Payment Success,271521.0
15426,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176341,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271350.0,D Ganesan Alangadu,Payment Success,271350.0
15427,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176342,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271515.0,D Ganesan Alangadu,Payment Success,271515.0
15428,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176339,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271888.0,D Ganesan Alangadu,Payment Success,271888.0
15429,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176340,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271777.0,D Ganesan Alangadu,Payment Success,271777.0
15430,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176224,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271741.0,D Ganesan Alangadu,Payment Success,271741.0
15431,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176225,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271677.0,D Ganesan Alangadu,Payment Success,271677.0
15432,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176222,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,272062.0,D Ganesan Alangadu,Payment Success,272062.0
15433,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176223,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271641.0,D Ganesan Alangadu,Payment Success,271641.0
15434,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176351,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271602.0,D Ganesan Alangadu,Payment Success,271602.0
15435,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP165/2024-2025/176352,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,271738.0,D Ganesan Alangadu,Payment Success,271738.0
15436,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP165/2024-2025/96073,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,1000000.0,D Ganesan Alangadu,Payment Success,1000000.0
15437,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP104/2025-2026/218104,MORENA(DISTRICT COLLECTOR MORENA_IDA),L. Murugan (2024-30) (2024-2030),Elected MP,600000.0,Gram Panchayat Singhora,Payment Success,600000.0
15438,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP104/2025-2026/218103,MORENA(DISTRICT COLLECTOR MORENA_IDA),L. Murugan (2024-30) (2024-2030),Elected MP,600000.0,Gram Panchayat Singhora,Payment Success,600000.0
15439,Tamil Nadu,Construction of public libraries and reading rooms,WS/MP165/2023-2024/96112,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,4723730.0,P Ganesan Seemanoor,Payment Success,4723730.0
15440,Tamil Nadu,Construction of public libraries and reading rooms,WS/MP165/2023-2024/96112,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,2999466.0,P Ganesan Seemanoor,Payment Success,2999466.0
15441,Tamil Nadu,Construction of public libraries and reading rooms,WS/MP165/2023-2024/96112,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,1398130.0,P Ganesan Seemanoor,Payment Success,1398130.0
15442,Tamil Nadu,Construction of public libraries and reading rooms,WS/MP165/2023-2024/96112,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,2831985.0,P Ganesan Seemanoor,Payment Success,2831985.0
15443,Tamil Nadu,Construction of public libraries and reading rooms,WS/MP165/2023-2024/96112,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,1349389.0,P Ganesan Seemanoor,Payment Success,1349389.0
15444,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP106/2023-2024/9772,MORENA(DISTRICT COLLECTOR MORENA_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,299594.0,Gram Dongarpur Mangarh,Payment Success,299594.0
15445,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP106/2023-2024/9772,MORENA(DISTRICT COLLECTOR MORENA_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,200000.0,Gram Dongarpur Mangarh,Payment Success,200000.0
15446,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP041/2024-2025/138594,DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,1478259.0,Assistant Engineer Keoti,Payment Success,1478259.0
15447,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18332/2026-2027/231120,DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),Dharmshila Gupta (2024-30) (2024-2030),Elected MP,1478625.0,Assistant Engineer Keoti,Payment Success,1478625.0
15448,Bihar,Development of playfields and sports grounds,WS/MP18332/2025-2026/192488,DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),Dharmshila Gupta (2024-30) (2024-2030),Elected MP,1101580.0,Assistant Engineer Darbhanga Shahari,Payment Success,1101580.0
15449,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP182/2025-2026/190032,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,1302210.0,Jitendra Kumar Yadav,Payment Success,1302210.0
15450,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP182/2025-2026/190033,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,542478.0,Jitendra Kumar Yadav,Payment Success,542478.0
15451,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP182/2025-2026/244462,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,651923.0,Jitendra Kumar Yadav,Payment Success,651923.0
15452,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP182/2025-2026/244466,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,2375783.0,Jitendra Kumar Yadav,Payment Success,2375783.0
15453,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP182/2023-2024/15726,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,1888158.0,Jitendra Kumar Yadav,Payment Success,1888158.0
15454,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP182/2024-2025/139568,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,1710530.0,Jitendra Kumar Yadav,Payment Success,1710530.0
15455,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP182/2023-2024/15726,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,1780399.0,Jitendra Kumar Yadav,Payment Success,1780399.0
15456,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP182/2023-2024/15726,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,1878685.0,Jitendra Kumar Yadav,Payment Success,1878685.0
15457,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP182/2023-2024/15727,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,775392.0,Jitendra Kumar Yadav,Payment Success,775392.0
15458,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP182/2023-2024/15726,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,2974745.0,Jitendra Kumar Yadav,Payment Success,2974745.0
15459,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP182/2025-2026/244462,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,4036559.0,Jitendra Kumar Yadav,Payment Success,4036559.0
15460,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP182/2025-2026/190032,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),Radha Mohan Das Agrawal (2022-28) (2022-2028),Elected MP,2158834.0,Jitendra Kumar Yadav,Payment Success,2158834.0
