sr_no,work_category,work_description,state,ida_agency,mp_name,electednominated,work_description,recommended_date,recommended_amount,sanction_date
3956,Normal/Others,Bisfi prakhand ke gram parsauni dakshin me madarsa reyatul uloom me 2 room ke bhawan ka nirman,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,Bisfi prakhand ke gram parsauni dakshin me madarsa reyatul uloom me 2 room ke bhawan ka nirman,2024-03-14,1313692.0,2024-10-07
3957,Normal/Others,Bisfi prakhand ke gram Osauthu Dih me madarsa darul falah kanijiya me 2 room ke bhawan ka nirman,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,Bisfi prakhand ke gram Osauthu Dih me madarsa darul falah kanijiya me 2 room ke bhawan ka nirman,2024-03-14,1255411.0,2024-10-07
3958,Normal/Others,Madhubani jila ke bisfi prakhand ke gram Aunsi bichla tola madarsa mohammadiya ka boundary gherabandi ka nirman,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,Madhubani jila ke bisfi prakhand ke gram Aunsi bichla tola madarsa mohammadiya ka boundary gherabandi ka nirman,2024-03-14,1295366.0,2024-10-07
3959,Normal/Others,Madhubani jila ke bisfi prakhand ke parsauni dakshni me md asmatullah and abul hasan secretary ke talab me dakshin-paschim kona ke samne masjid ke pichhe hokar abbas ke ghar tak boundary wall ka nirman,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,Madhubani jila ke bisfi prakhand ke parsauni dakshni me md asmatullah and abul hasan secretary ke talab me dakshin-paschim kona ke samne masjid ke pichhe hokar abbas ke ghar tak boundary wall ka nirman,2024-03-14,1278656.0,2025-08-07
3960,Normal/Others,Madhubani jila ke bisfi prakhand ke madarsa nure rahman bengra banhi Dih me 2 room ke bhawan ka nirman,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,Madhubani jila ke bisfi prakhand ke madarsa nure rahman bengra banhi Dih me 2 room ke bhawan ka nirman,2024-03-14,1299800.0,2024-10-07
3961,Normal/Others,Madhubani jila ke bisfi prakhand ke madarsa mazharul uloom madarsa no-128 islampur chhachhuwa me pustakalaya bhawan ka nirman,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,Madhubani jila ke bisfi prakhand ke madarsa mazharul uloom madarsa no-128 islampur chhachhuwa me pustakalaya bhawan ka nirman,2024-03-14,1261808.0,2024-10-07
3962,Normal/Others,Jaldhari chowk se ranti chowk jane wali pradhanmantri sarak ke kinare rupan das ke ghar ke bagal se rajkumar yadav ke ghar tak ward no-21 new chakdah me P.C.C sarak and nala nirman,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,Jaldhari chowk se ranti chowk jane wali pradhanmantri sarak ke kinare rupan das ke ghar ke bagal se rajkumar yadav ke ghar tak ward no-21 new chakdah me P.C.C sarak and nala nirman,2024-03-14,1050558.0,2024-03-16
3963,Normal/Others,Rahika prakhand ke kakraul dakshni panchayat gram kharauwa me Jay Jay Ram Yadav ke ghar se Ram Sahay Yadav ke ghar hote hue pratmik vidyalay kharauwa tak P.C.C and nala ka nirman,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,Rahika prakhand ke kakraul dakshni panchayat gram kharauwa me Jay Jay Ram Yadav ke ghar se Ram Sahay Yadav ke ghar hote hue pratmik vidyalay kharauwa tak P.C.C and nala ka nirman,2024-03-14,996691.0,2024-07-06
3964,Normal/Others,"Construction of Passenger Shelter Near Sambandam Mill Bus Stop along NH44 Salem Main Road in Athanur Town Panchayat Uduppattanpudur, Namakkal District",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of Passenger Shelter Near Sambandam Mill Bus Stop along NH44 Salem Main Road in Athanur Town Panchayat Uduppattanpudur, Namakkal District",2024-03-15,1976679.0,2024-11-06
3965,Normal/Others,Providing Earthern Bund and other facilities to Edapalayam Lake adjacent to Cuddalore-Chittoor Road in Tiruvannamalai,Tamil Nadu,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,Providing Earthern Bund and other facilities to Edapalayam Lake adjacent to Cuddalore-Chittoor Road in Tiruvannamalai,2024-03-15,10000000.0,2024-12-27
3966,Normal/Others,"Construction of Community Centre at Tainlo Village. Block: Kanasa, District: Puri",Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Manas Ranjan Mangaraj (2022-28) (2022-2028),Elected MP,"Construction of Community Centre at Tainlo Village. Block: Kanasa, District: Puri",2024-03-15,500000.0,2024-08-22
3967,Normal/Others,Contrution work of Boundary wall in PG college Dindori,Madhya Pradesh,DINDORI(District Collector Dindori_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,Contrution work of Boundary wall in PG college Dindori,2024-03-16,500000.0,2024-03-16
3968,Normal/Others,"Construction of Chirakkal - Kootayi Alavipadi road/pathway, ward no.03, Ponmundam Panchayat",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Chirakkal - Kootayi Alavipadi road/pathway, ward no.03, Ponmundam Panchayat",2024-06-11,367434.0,2024-07-08
3969,Normal/Others,"Improvements to Internal streets at Thilagar nagar, Thattanchavady constituency, Puducherry.",Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),S. Selvaganabathy (2021-27) (2021-2027),Elected MP,"Improvements to Internal streets at Thilagar nagar, Thattanchavady constituency, Puducherry.",2024-06-11,3524073.0,2024-06-12
3970,Normal/Others,Improvements to Main roads of Maheswari nagar and Sinthamani nagar in Oulgaret Revenue village in Oulgaret constituency,Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),S. Selvaganabathy (2021-27) (2021-2027),Elected MP,Improvements to Main roads of Maheswari nagar and Sinthamani nagar in Oulgaret Revenue village in Oulgaret constituency,2024-06-11,1361805.0,2024-06-12
3971,Normal/Others,Improvements to the internal streets at Krishna nagar west in Kamaraj nagar constituency,Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),S. Selvaganabathy (2021-27) (2021-2027),Elected MP,Improvements to the internal streets at Krishna nagar west in Kamaraj nagar constituency,2024-06-11,2944058.0,2024-06-12
3972,Normal/Others,"Construction of compound wall around the existing park area at co-operative nagar, Bahour in Bahour constituency",Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),S. Selvaganabathy (2021-27) (2021-2027),Elected MP,"Construction of compound wall around the existing park area at co-operative nagar, Bahour in Bahour constituency",2024-06-11,1000000.0,2024-06-14
3973,Normal/Others,Construction of PWD Mundappalam Edayangad road or pathway ward No 08 Kondotty Municipality,Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,Construction of PWD Mundappalam Edayangad road or pathway ward No 08 Kondotty Municipality,2024-06-14,228870.0,2024-09-10
3974,Normal/Others,"Construction of Chekkath - Kaipatta Naduvil road /pathway, Ward No. 01, Othukkungal Panchayat",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Chekkath - Kaipatta Naduvil road /pathway, Ward No. 01, Othukkungal Panchayat",2024-06-14,356297.0,2024-07-12
3975,Normal/Others,"Construction of Paarangadi SC Colony road /pathway, ward No. 07, Othukkungal Panchayat (SC)",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Paarangadi SC Colony road /pathway, ward No. 07, Othukkungal Panchayat (SC)",2024-06-14,127296.0,2024-07-12
3976,Normal/Others,"Construction of Panakkad Palli canteen road /pathway, Ward No.37, Malappuram Municipality",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Panakkad Palli canteen road /pathway, Ward No.37, Malappuram Municipality",2024-06-14,971608.0,2024-06-15
3977,Normal/Others,"Setting up of High Mast light at Potta Pattiyethukunnu Colony, Ward No.08, Pazhayannur Panchayath (SC)",Kerala,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of High Mast light at Potta Pattiyethukunnu Colony, Ward No.08, Pazhayannur Panchayath (SC)",2024-06-14,492987.0,2024-09-10
3978,Normal/Others,"Setting up of High Mast light at Potta Colony, Ward No.07, Pazhayannur Panchayath (SC)",Kerala,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of High Mast light at Potta Colony, Ward No.07, Pazhayannur Panchayath (SC)",2024-06-14,492987.0,2024-09-10
3979,Normal/Others,"Side protection of Puliyilakkuzhi Road (Concreting ), Ward 8. Keralassery Gramapanchayath Palakkad Block Panchayat,Palakkad District 678641 , (Work Type :SC)",Kerala,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),P. T. Usha (2022-28) (2022-2028),Nominated MP,"Side protection of Puliyilakkuzhi Road (Concreting ), Ward 8. Keralassery Gramapanchayath Palakkad Block Panchayat,Palakkad District 678641 , (Work Type :SC)",2024-06-15,3000000.0,2025-03-24
3980,Normal/Others,"Construction of Footpath Inside Bhoothivazhy OLH Colony Road (Interlocking), Ward -8, Bhoothivazhy, Agali Grama Panchayat, Attappadi Block , Palakkad(Dist.), Kerala, Pin: 678581 (Work: SC)",Kerala,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),P. T. Usha (2022-28) (2022-2028),Nominated MP,"Construction of Footpath Inside Bhoothivazhy OLH Colony Road (Interlocking), Ward -8, Bhoothivazhy, Agali Grama Panchayat, Attappadi Block , Palakkad(Dist.), Kerala, Pin: 678581 (Work: SC)",2024-06-15,260770.0,2024-12-10
3981,Normal/Others,"Construction of Poozhipatta town - Karinilam /pathway, Ward No. 11, Moorkkanad Panchayat",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Poozhipatta town - Karinilam /pathway, Ward No. 11, Moorkkanad Panchayat",2024-06-15,396289.0,2024-07-05
3982,Normal/Others,"Purchasing books for Thalassery Grameena Vayanashala at Thalassery, Deshamangalam Panchayat",Kerala,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing books for Thalassery Grameena Vayanashala at Thalassery, Deshamangalam Panchayat",2024-06-15,50000.0,2024-09-25
3983,Normal/Others,"Construction of Mahatma Gandhi road / pathway Ward No.01, Engadiyoor Panchayath.",Kerala,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Mahatma Gandhi road / pathway Ward No.01, Engadiyoor Panchayath.",2024-06-15,1000000.0,2025-01-15
3984,Normal/Others,"Construction of Kolorkkandi - Chathan parambu Temple Road/Pathway Ward No.13, Kizhariyoor Panchayat, Kozhikode District",Kerala,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Kolorkkandi - Chathan parambu Temple Road/Pathway Ward No.13, Kizhariyoor Panchayat, Kozhikode District",2024-06-15,481516.0,2024-07-06
3985,Normal/Others,"Construction of Pullattukulambil SC Colony Road/pathway, Ward No. 10 Kuttipuram Panchayat",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Pullattukulambil SC Colony Road/pathway, Ward No. 10 Kuttipuram Panchayat",2024-06-15,431178.0,2024-11-28
3986,Normal/Others,"Setting up of low mast light at Kopprakkalli, Ward Mp.17, Kadalundi Panchayath",Kerala,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of low mast light at Kopprakkalli, Ward Mp.17, Kadalundi Panchayath",2024-06-15,136886.0,2024-06-22
3987,Normal/Others,"Setting up of low mast light at Marakkattil - Srambya road Junction, Ward No.17, Kadalundi Panchayath.",Kerala,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of low mast light at Marakkattil - Srambya road Junction, Ward No.17, Kadalundi Panchayath.",2024-06-15,136886.0,2024-07-06
3988,Normal/Others,"construction of RCC Box culvert at No.2 Makelikanda village approached road to Nijdala MB road under Balipara VCDC, Bhergaon.",Assam,UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"construction of RCC Box culvert at No.2 Makelikanda village approached road to Nijdala MB road under Balipara VCDC, Bhergaon.",2024-06-17,500000.0,2025-03-01
3989,Normal/Others,"construction of RCC Box Culvert at Anthaiguri(Silguri) village under Dangtal VCDC, Chirang.",Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"construction of RCC Box Culvert at Anthaiguri(Silguri) village under Dangtal VCDC, Chirang.",2024-06-17,1800000.0,2025-05-29
3990,Normal/Others,"Construction of additional class room at Batachipur Milon Bodo M.E. School, under Batachipur Panchayat.",Assam,"SONITPUR(Deputy Commissioner Sonitpur, Tezpur)",Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of additional class room at Batachipur Milon Bodo M.E. School, under Batachipur Panchayat.",2024-06-17,2000000.0,2025-01-16
3991,Repair And Renovation,"Renovation of administrative Building of Bodosa High School under Bangaldoba VCDC, Chirang.",Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Renovation of administrative Building of Bodosa High School under Bangaldoba VCDC, Chirang.",2024-06-17,3500000.0,2025-05-28
3992,Normal/Others,"constructionn of Kujia River erosion protection at middle Khamarpa village under Rowmari VCDC,chirang.",Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"constructionn of Kujia River erosion protection at middle Khamarpa village under Rowmari VCDC,chirang.",2024-06-17,2000000.0,2025-07-12
3993,Normal/Others,"Construction of Auditorium Hall at Mingmang Nalbari HS school under Nalbari Panchayat,Dhemaji.",Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of Auditorium Hall at Mingmang Nalbari HS school under Nalbari Panchayat,Dhemaji.",2024-06-17,2000000.0,2024-08-22
3994,Repair And Renovation,"Repairing of Gaonbura Bhawan at Dangagaon Village, Chirang",Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Repairing of Gaonbura Bhawan at Dangagaon Village, Chirang",2024-06-17,700000.0,2025-07-07
3995,Repair And Renovation,"Repairing of Kagrabari M.E.School under Dangtal VCDC, Chirang.",Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Repairing of Kagrabari M.E.School under Dangtal VCDC, Chirang.",2024-06-17,700000.0,2025-06-20
3996,Repair And Renovation,"Repairing of Dangtal M.E. school building ang construction of gate near Kinabargaon MPHC under Dangtal VCDC,chirang.",Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Repairing of Dangtal M.E. school building ang construction of gate near Kinabargaon MPHC under Dangtal VCDC,chirang.",2024-06-17,700000.0,
3997,Normal/Others,"construction of RCC Box culvert at Dhupguri village approaching road, Murmela VCDC, Bhegaon.",Assam,UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"construction of RCC Box culvert at Dhupguri village approaching road, Murmela VCDC, Bhegaon.",2024-06-17,1000000.0,2025-03-01
3998,Normal/Others,"Construction of Community hall At Bijni Dist Bodo Sahitya Sabha Office, Bhetgaon, Bijni.",Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of Community hall At Bijni Dist Bodo Sahitya Sabha Office, Bhetgaon, Bijni.",2024-06-17,1500000.0,2025-05-20
3999,Normal/Others,"construction of RCC Box Culvert near Supol Kisku House at Chetantola village under west Maligaon VCDC, Kokrajhar.",Assam,KOKRAJHAR(DEPUTY COMMISSIONER KOKRAJHAR_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"construction of RCC Box Culvert near Supol Kisku House at Chetantola village under west Maligaon VCDC, Kokrajhar.",2024-06-17,997580.0,2024-12-05
4000,Normal/Others,"construction of RCC Box Culvert at Paddy field road to chetantola Village under Maligaon VCDC, kokrajhar.",Assam,KOKRAJHAR(DEPUTY COMMISSIONER KOKRAJHAR_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"construction of RCC Box Culvert at Paddy field road to chetantola Village under Maligaon VCDC, kokrajhar.",2024-06-17,499135.0,2024-12-05
4001,Repair And Renovation,"Repairing of Raimona Friends Club at Raimona Village under Raimona VCDC, Gossaigaon.",Assam,KOKRAJHAR(DEPUTY COMMISSIONER KOKRAJHAR_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Repairing of Raimona Friends Club at Raimona Village under Raimona VCDC, Gossaigaon.",2024-06-17,1498636.0,2024-10-18
4002,Normal/Others,"construction of RCC Box Culvert near Mustafa Talukder house at Thuripara village under Devitola VCDC, Parbatjhora.",Assam,KOKRAJHAR(DEPUTY COMMISSIONER KOKRAJHAR_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"construction of RCC Box Culvert near Mustafa Talukder house at Thuripara village under Devitola VCDC, Parbatjhora.",2024-06-17,498272.0,2024-12-05
4003,Normal/Others,"Construction of RCC Box Culvert at Pansri Dwisa, Borjhora pt- ii village under Monglajora VCDC, Parbatjhora.",Assam,KOKRAJHAR(DEPUTY COMMISSIONER KOKRAJHAR_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of RCC Box Culvert at Pansri Dwisa, Borjhora pt- ii village under Monglajora VCDC, Parbatjhora.",2024-06-17,499538.0,2024-10-18
4004,Normal/Others,"Construction of RCC Box Culvert near Rajib's House at Palashguri village under Palashguri VCDC, Parbatjhora.",Assam,KOKRAJHAR(DEPUTY COMMISSIONER KOKRAJHAR_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of RCC Box Culvert near Rajib's House at Palashguri village under Palashguri VCDC, Parbatjhora.",2024-06-17,495955.0,2024-12-05
4005,Normal/Others,"Construction of RCC Box Culvert at Jakhilirpar village under Uttar Howly VCDC, Gabardhana Dev. Block, Salbari Sub-Division.",Assam,BAKSA(DEPUTY COMMISSIONER BAKSA_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of RCC Box Culvert at Jakhilirpar village under Uttar Howly VCDC, Gabardhana Dev. Block, Salbari Sub-Division.",2024-06-17,500000.0,
4006,Normal/Others,"construction of RCC Box Culvert at Bathouguri ( Bartari) village under Rufapulli VCDC , Jalah Dev, Block",Assam,BAKSA(DEPUTY COMMISSIONER BAKSA_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"construction of RCC Box Culvert at Bathouguri ( Bartari) village under Rufapulli VCDC , Jalah Dev, Block",2024-06-17,500000.0,2025-08-02
4007,Normal/Others,"Construction of RCC Box Culvert at Bagarpara(Bunmaja) village under Pub-Howly VCDC, Jalah Dev.Block, Salbari.",Assam,BAKSA(DEPUTY COMMISSIONER BAKSA_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of RCC Box Culvert at Bagarpara(Bunmaja) village under Pub-Howly VCDC, Jalah Dev.Block, Salbari.",2024-06-17,500000.0,
4008,Normal/Others,"Construction of RCC Bridge at Atiabari Golbil road, Barimaka village under Silakuti VCDC, Mushalpur , Baksa.",Assam,BAKSA(DEPUTY COMMISSIONER BAKSA_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of RCC Bridge at Atiabari Golbil road, Barimaka village under Silakuti VCDC, Mushalpur , Baksa.",2024-06-17,1500000.0,2026-05-22
4009,Normal/Others,"Construction of RCC Box Culvert at Padmapara village under No.3 Dakhin Kumarikata VCDC ,Tamulpur",Assam,TAMULPUR(IDA Tamulpur),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of RCC Box Culvert at Padmapara village under No.3 Dakhin Kumarikata VCDC ,Tamulpur",2024-06-17,1000000.0,2026-08-14
4010,Normal/Others,"Construction of Bi-Cycle stand at Tamulpur Sr. Secondary School, Tamulpur.",Assam,TAMULPUR(IDA Tamulpur),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of Bi-Cycle stand at Tamulpur Sr. Secondary School, Tamulpur.",2024-06-17,500000.0,2026-07-31
